"","X","commGIS","tot_pop","family","male_18_60","fem_18_60","pop_over61","tot_ind","numPrimLivFarm","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","F6_24_sch","M6_24_sch","F15_45_ill","M15_45_ill","propPrimLivFarm","propPrimSec","propSecSec","propTerSec","propQuatSec","Les1_R_Land","pig_fam","garbage","crim_case","dist_sch","KM_Comm","KM_Heal_cent","Province","Commune","year","diffPix","ForPix","areaKM","pop_den","mean_elev","dist_border","habitat","dist_provCap","elc","PA_cat","PA"
"54",54,21305,3313,738,823,833,115,0,684,0,43,6,0,0.61435628675,0.67151898625,0.276023929375,0.2248070055,0.90635330075,0.90635330075,0,0.001404494375,0.036849222875,0.128623494875,0.066621944125,0,0.004128427,2.1916666665,1,4,"Battambang","Doun Ba",2007,0,34,119.8694654,27.6383980602953,34.30217129,56.1671715,"CP",34.81589747,0,"none",0
"55",55,21306,3611,763,857,957,272,0,712,3,195,20,0,0.433194208428571,0.451116276857143,0.449360185714286,0.345809117714286,0.919069551714286,0.919069551714286,0,0.00115207371428571,0.0379055782857143,0.144647063571429,0.152359113285714,0,0.0200695901428571,5.766666667,1.3,8,"Battambang","Chhnal Moan",2007,0,3163,624.5087807,5.78214448154355,209.4102275,43.31825237,"CP",54.18657107,0,"WS",1
"56",56,30108,10732,2378,2945,3113,641,0,2217,8,2,72,0,0.7931106372,0.7793590498,0.1296868114,0.0862945638,0.9281968588,0.9299746366,0,0.024584962,0.0572101304,0.9246183128,0.6621269286,0,0,7,2,2,"Kampong Cham","Sandaek",2007,0,3,59.37470838,180.750361438659,20.50223177,106.5014926,"CP",37.845477,0,"none",0
"57",57,30111,9645,1882,2168,2374,591,0,1738,50,43,32,0,0.694763151545455,0.696392595545455,0.220954630818182,0.149445893636364,0.921780032818182,0.972645770818182,0,0.00716248527272727,0.0751886622727273,0.824992582727273,0.486318542636364,0,0.00287415636363636,10,2,5,"Kampong Cham","Trab",2007,0,52,160.0891402,60.2476844335004,13.26380713,113.6463437,"CP",30.7263414,0,"none",0
"58",58,30201,23473,4214,5186,5627,1767,0,2989,16,89,123,0,0.758322531090909,0.706495461454545,0.166898635181818,0.127818322181818,0.713751081545455,0.713751081545455,0.000290444363636364,0.0287268541818182,0.236587580727273,0.216868972454545,0.216769262727273,0,0.00102772054545455,1.866666667,1,2,"Kampong Cham","Bos Khnaor",2007,0,64,145.6829429,161.123873068053,94.86917796,79.14244043,"CP",23.00331103,0,"none",0
"59",59,30202,17895,3256,3939,4618,636,0,1502,3,35,278,0,0.627912512333333,0.656309016777778,0.131575057,0.136069643111111,0.505347057111111,0.505347057111111,0,0.0111979671111111,0.386815878055556,0.168168595944444,0.174692092666667,0,0.00130821866666667,6.666666667,4.75,4,"Kampong Cham","Chamkar Andoung",2007,0,127,107.9983674,165.696949229994,62.30972673,103.0929174,"CP",47.09950264,0,"none",0
"60",60,30203,17847,2496,3088,3475,1038,0,1945,7,17,108,0,0.6813261484,0.6392697288,0.0853810274,0.1005010324,0.8495242816,0.8495242816,0.0032019704,0.006130946,0.1868376918,0.7402820018,0.159625702,0,0.0005544938,1.866666667,3,2,"Kampong Cham","Cheyyou",2007,0,9,46.18405482,386.432072055123,46.67957327,89.40217086,"CP",36.22544715,0,"none",0
"61",61,30204,7170,1483,1653,1844,372,0,1075,1,9,63,0,0.568001299142857,0.683248989571429,0.081455733,0.115683270285714,0.718544426142857,0.718544426142857,0.000535045428571429,0.00278676985714286,0.129354782,0.449087545,0.200564934142857,0,0,2.333333333,1,3,"Kampong Cham","Lvea Leu",2007,0,3,29.11045032,246.303300745366,47.25131025,97.82438226,"CP",43.24473864,0,"none",0
"62",62,30205,15592,3206,3874,4126,1796,0,2450,20,3,43,0,0.706844881875,0.6757935355,0.225478446375,0.226321494,0.796314040875,0.7998698395,0.00729549825,0.0403771255,0.204822484125,0.5200280585,0.1725908895,0,0.003855668875,1.3333333335,1.1,1.5,"Kampong Cham","Spueu",2007,0,3,30.86961825,505.09209001961,38.89825016,94.23474447,"CP",40.6438702,0,"none",0
"63",63,30206,22347,4589,5905,6186,1044,0,2302,18,61,191,0,0.671758713642857,0.634534706071429,0.109329438428571,0.0996397668571429,0.600088589357143,0.600088589357143,0.000957688285714286,0.0178508096428571,0.0757591153571429,0.265547098642857,0.147360172857143,0,0.00503844392857143,2.1333333335,2.25,2.85,"Kampong Cham","Svay Teab",2007,0,8,86.15310305,259.387058723011,58.66150096,94.36343475,"CP",38.439128,0,"none",0
"64",64,30207,14753,2996,3473,3671,827,0,2017,19,100,120,0,0.548593850769231,0.587363385153846,0.197747411846154,0.146484791307692,0.646350653230769,0.646350653230769,0.00110543692307692,0.0140265490769231,0.252878786,0.331075423923077,0.156574156769231,0,0.00351284023076923,5.666666667,6,6,"Kampong Cham","Ta Ong",2007,0,22,136.3213042,108.222262738593,83.76407831,87.12945698,"CP",31.2636006,0,"none",0
"65",65,30301,6683,1421,2049,1880,354,0,1403,23,10,0,0,0.675121383666667,0.750855775666667,0.024370785,0.026367998,0.989090909,0.989696969666667,0,0.00969696966666667,0.022421141,0.658109367333333,0.395273815,0,0.00179124233333333,4,4.5,1,"Kampong Cham","Khnaor Dambang",2007,0,2,38.35926298,174.221282705156,14.51692649,96.947926,"CP",46.34457506,0,"none",0
"66",66,30402,7696,1584,1790,1910,358,0,1464,42,287,36,0,0.585615388375,0.641356066875,0.22449218575,0.140475432625,0.945390501125,0.945390501125,0.001453488375,0.003488372125,0.079486447125,0.25604257125,0.370018951875,0,0.00262576,3.0833333335,4,3.325,"Kampong Cham","Dambae",2007,0,20,85.48485251,90.0276455305309,35.25961904,34.31238548,"CP",43.63207305,0,"none",0
"67",67,30405,18201,3838,4812,4792,776,0,3575,35,478,245,0,0.492350086882353,0.514994383352941,0.407986721588235,0.341713370411765,0.895781690941176,0.901077339823529,0,0.002996578,0.00997337147058824,0.122476786764706,0.0832721972352941,0,0.00351229094117647,3.19444444458333,8,11.5,"Kampong Cham","Seda",2007,0,136,192.8447136,94.3816382633783,29.81584507,43.8960834,"CP",40.9306285,0,"none",0
"68",68,30406,13341,2752,3394,3604,488,0,2094,13,20,67,0,0.379704534555556,0.484854315222222,0.314965084777778,0.404837970111111,0.796071234111111,0.796071234111111,0,0.001911589,0.009216266,0.168831079555556,0.398289221555556,0,0.00102055133333333,4.666666667,4,4,"Kampong Cham","Tuek Chrov",2007,0,8,82.25725836,162.186295361474,88.15125232,14.57334754,"CP",56.15688053,0,"none",0
"69",69,30407,12519,2673,3569,3308,528,0,2329,37,599,32,0,0.544921283666667,0.5350256795,0.504718841833333,0.458947770333333,0.793338398166667,0.793338398166667,0,0.0015848585,0.0223025423333333,0.105165425666667,0.290530710833333,0,0.00272927966666667,9.27222222283333,14.5,7.5,"Kampong Cham","Trapeang Pring",2007,0,332,202.9079186,61.6979371055458,49.60158675,33.88900773,"CP",45.86246655,0,"none",0
"70",70,30603,4326,930,1111,1214,288,0,764,25,3,15,0,0.672686125166667,0.705949789,0.0191043655,0.0156722293333333,0.808627321666667,0.850759643666667,0.00144927533333333,0.124074130166667,0.290893500333333,0.6055515775,0.520019848333333,0,0.00134816933333333,4.25,1.25,1.25,"Kampong Cham","Kien Chrey",2007,0,2,25.06216899,172.61075853914,14.70134663,61.39776866,"CP",10.44867427,0,"none",0
"71",71,30604,4655,1159,1195,1319,477,0,936,15,2,19,0,0.78065770425,0.7863687425,0.02138891025,0.0201565405,0.83644191975,0.92854506225,0.02197137825,0.011672499,0.0810457735,0.51616202325,0.39031127725,0,0,3.19444444458333,1,4,"Kampong Cham","Kokor",2007,0,10,21.50993169,216.411658906575,5.013356562,60.83971387,"CP",11.5026111,0,"none",0
"72",72,30605,8241,1862,2207,2590,750,0,1776,13,12,73,0,0.7420521575,0.7830932279,0.0271511667,0.0355603109,0.9548203185,0.9587837068,0,0.0042359674,0.2340392222,0.2424397543,0.1485542817,0,0,1.4333333335,2,0,"Kampong Cham","Kaoh Mitt",2007,0,5,19.16022696,430.109727677255,4.760099036,53.692097,"CP",5.489457885,0,"none",0
"73",73,30606,7062,1490,1601,1839,1037,0,1342,18,0,16,0,0.863555872166667,0.910528719333333,0.037819389,0.0134897335,0.9059271575,0.914855788333333,0.00111111116666667,0.0326201776666667,0.177196945166667,0.591294921,0.380964440166667,0,0.0002029675,3.1666666665,1,1,"Kampong Cham","Kaoh Roka",2007,0,1,18.6309452,379.046791463914,7.719720393,57.65515564,"CP",7.108321925,0,"none",0
"74",74,30611,10388,2068,2297,2743,497,0,1747,20,36,28,0,0.603911958125,0.621163429375,0.137601678625,0.095395267,0.87874507675,0.900157583625,0,0.0386664805,0.159971832875,0.674182392375,0.501616039625,0,0.000639472,4.666666667,4,2.75,"Kampong Cham","Ro'ang",2007,0,13,32.35066481,321.106229532227,29.80803709,59.43675413,"CP",4.561706662,0,"none",0
"75",75,30613,6331,1218,1297,1417,1006,0,908,0,15,0,0,0.547776878,0.597513893,0.281011035,0.222262018,0.801975558666667,0.805282437,0,0,0.0393264143333333,0.631188012666667,0.371270055333333,0,0.000471051666666667,5.73333333316667,3.5,10,"Kampong Cham","Srak",2007,1,12,68.31514316,92.6734499431883,44.1510794,69.49343526,"CP",16.40146013,0,"none",0
"76",76,30614,9677,1936,2280,2368,590,0,1871,17,23,14,0,0.523148312083333,0.590523439833333,0.113356073416667,0.105200250833333,0.963959725833333,0.973218985083333,0.0012897795,0.00466147525,0.1674092115,0.748314555,0.626656405583333,0,0.00197762466666667,6.666666667,2.25,2.5,"Kampong Cham","Trean",2007,0,8,43.18748243,224.069555702509,31.36182039,64.81431778,"CP",9.650952114,0,"none",0
"77",77,30615,6923,1555,1555,1858,691,0,1428,7,3,13,0,0.616450927,0.645510676888889,0.0952986942222222,0.0914496084444444,0.900593707,0.916307976333333,0,0.00318216444444444,0.174089986888889,0.875072692111111,0.695888165444444,0,0.00102319233333333,3.666666667,1,1,"Kampong Cham","Vihear Thum",2007,0,1,34.91090392,198.304805165297,14.4059569,64.39511648,"CP",10.27705054,0,"none",0
"78",78,30701,9786,2068,2743,2819,758,0,1500,0,24,34,0,0.811010163333333,0.734087111111111,0.00714971966666667,0.0110216346666667,0.767662862555556,0.885428316222222,0,0.0234773934444444,0.224055738,0.218449313222222,0.138416328333333,0.000572737666666667,6.82501111111111e-05,2.266666667,1,1.5,"Kampong Cham","Angkor Ban",2007,0,2,19.03029043,514.232824559157,6.676045227,74.49435613,"CP",26.05574628,0,"none",0
"79",79,30704,8074,1798,2111,2484,720,0,1489,3,29,117,0,0.875896126285714,0.911760358428571,0.0282590512857143,0.018463899,0.828403845,0.879120691571429,0.0120022475714286,0.0554403472857143,0.178403046142857,0.438724709285714,0.0873080715714286,0,0.000644457857142857,1.166666667,2.3,1.5,"Kampong Cham","Peam Chi Kang",2007,0,2,22.42304489,360.075986094144,8.091477019,71.09929004,"CP",23.96353319,0,"none",0
"80",80,30706,8695,2048,2250,2474,748,0,1927,21,57,16,0,0.6756111225,0.675518631,0.0433236677,0.0513530234,0.9455291379,0.9576578152,0,0.0151396132,0.1695120435,0.8930250654,0.3122855064,0,0.004379665,4.583333333,2,3.25,"Kampong Cham","Preaek Krabau",2007,0,4,46.50994398,186.949268391701,6.760894095,71.86390789,"CP",20.6265453,0,"none",0
"81",81,30709,9574,2094,2467,2472,1554,0,1942,5,32,17,0,0.834174038,0.845143186,0.0299066291428571,0.0134242201428571,0.923212976714286,0.954808014,0.000446428571428571,0.00454684671428571,0.254759071285714,0.549328989714286,0.377569112142857,0,0.000228190714285714,2,4,4,"Kampong Cham","Roka Koy",2007,0,1,37.57269802,254.812683265486,4.657519648,65.66655787,"CP",16.52688898,0,"none",0
"82",82,30803,10692,2425,2800,2865,911,0,886,9,12,20,0,0.7047729859,0.6740955666,0.0247525421,0.0138745144,0.3885497369,0.3959535278,0.1450773773,0.0213339869,0.1549397603,0.1399898313,0.1538320425,0,0.0004495574,1.1,2.2,1.95,"Kampong Cham","Lve",2007,0,6,30.93074925,345.675428473496,4.567432083,54.44807622,"CP",17.49990916,0,"none",0
"83",83,30804,7142,1661,1905,2014,803,0,858,5,72,50,0,0.7881862397,0.7796486491,0.0064856712,0.0013574661,0.5880533132,0.592707634,0.0409660107,0.0281146454,0.1350775457,0.180147641,0.1428604193,0,0.0004348018,1.7666666665,1.8,2.5,"Kampong Cham","Moha Leaph",2007,0,2,14.94981739,477.731587863897,4.740337962,47.98963861,"CP",16.87988403,0,"none",0
"84",84,30806,11314,2522,2860,3492,1008,0,936,8,68,110,0,0.829321046769231,0.783106325307692,0.0356011822307692,0.0247596122307692,0.396208301461538,0.398951963076923,0.0199331519230769,0.0221999623846154,0.226328525692308,0.0918935263076923,0.201517661,0,0.000760052538461538,1,2,2,"Kampong Cham","Peam Prathnuoh",2007,0,16,19.70361342,574.209397983611,4.548579401,51.38761136,"CP",12.97193007,0,"none",0
"85",85,30807,4679,1078,1135,1296,475,0,427,6,34,569,0,0.790587475625,0.809018662375,0.00152439025,0.000899280625,0.417899807,0.460770985375,0.009234852875,0.023277997875,0.54304834875,0.10646270375,0.059222193375,0,0,1.633333333,1.55,2.25,"Kampong Cham","Pongro",2007,0,14,8.2943822,564.116758448869,4.4318387,48.94938097,"CP",13.04719518,0,"none",0
"86",86,30808,9881,2502,2549,3012,880,0,1779,12,53,199,0,0.590718134,0.678069863769231,0.027235779,0.0222173848461538,0.697777356076923,0.867241367615385,0.000905796846153846,0.0342739683076923,0.139799988461538,0.566709016769231,0.262771571846154,0,0.000343480076923077,7.066666667,1.2,1.7,"Kampong Cham","Preaek Ta Nong",2007,0,9,38.13740745,259.089452080729,4.590748264,63.34639858,"CP",22.18148154,0,"none",0
"87",87,30901,10718,2263,2271,2173,846,0,1905,67,217,105,0,0.618860465875,0.71567011025,0.348010968375,0.391132907875,0.748568781375,0.800880285625,0.00059665875,0.010516070375,0.211329282625,0.452902580875,0.122435844,0,0.0017961135,9.1666666665,5.5,5.75,"Kampong Cham","Chhuk",2007,0,192,131.511489,81.4985829869206,31.58919443,50.40719723,"CP",38.03583885,0,"none",0
"88",88,30902,10961,2272,2315,2447,812,0,1937,3,0,0,0,0.665238214333333,0.595046451666667,0.296643191333333,0.300516146,0.886777047666667,0.965089623333333,0.003399066,0.0125201906666667,0.011605912,0.414332357,0.054200542,0,0.000237369,1.88888888883333,1.5,0,"Kampong Cham","Chumnik",2007,0,6,19.99934398,548.067977177719,10.87861344,55.88292348,"CP",35.18074322,0,"none",0
"89",89,30903,9832,1771,2306,2537,820,0,1447,1,30,15,0,0.705357822166667,0.819465320333333,0.114708652,0.104336603166667,0.838380255833333,0.960570765333333,0.00220004683333333,0.0046313765,0.0330531848333333,0.205210963833333,0.130518311666667,0.0005291005,0.00112107616666667,5.2,1.6,1,"Kampong Cham","Kampong Treas",2007,0,4,22.90080527,429.329880940034,10.25598165,60.04171342,"CP",18.44367473,0,"none",0
"90",90,30905,9589,2101,2576,2818,1040,0,2048,0,0,0,0,0.497216750142857,0.737522899714286,0,0,0.975639225857143,0.975639225857143,0.00144300142857143,0.003471345,0.0203710694285714,0.292970346,0.0347602517142857,0,0,1.333333333,3,2,"Kampong Cham","Krouch Chhmar",2007,0,28,36.32943677,263.945738017011,11.1386384,70.0956218,"CP",34.42155977,0,"none",0
"91",91,30906,8256,1851,1767,1948,725,0,1475,11,0,0,0,0.57905944,0.5476579984,0.3620887622,0.3263512768,0.6459871956,0.7802052492,0,0.0115678802,0.2082268706,0.3160410054,0.04,0,0.0016156082,4,1,2.59,"Kampong Cham","Peus Muoy",2007,0,8,30.55366181,270.213110668714,11.50392927,59.1416102,"CP",39.34796349,0,"none",0
"92",92,30907,5654,1185,1040,1292,1217,0,1129,2,0,6,0,0.7307414875,0.7848865985,0.01616186575,0.01309865875,0.9550055805,0.96802671875,0.001369863,0.01989921725,0.04204968575,0.71011133775,0.105556712,0,0.00083389725,2.533333333,0.618,1.125,"Kampong Cham","Peus Pir",2007,0,33,34.69341783,162.970394779349,12.14713091,61.6531264,"CP",37.04392233,0,"none",0
"93",93,30908,6947,1432,1444,1595,706,0,1349,8,7,61,0,0.8239624335,0.869261679166667,0.107023129,0.058833986,0.950143882666667,0.950143882666667,0.000761035,0.000910746833333333,0.0345386986666667,0.597334631333333,0.502101440833333,0,0.00133508966666667,3.22,1.9,4,"Kampong Cham","Preaek a Chi",2007,0,28,44.05124145,157.702706469354,10.57537046,66.53998306,"CP",25.10371922,0,"none",0
"94",94,30909,11314,2422,2176,2412,2294,0,2339,0,0,0,0,0.866054173285714,0.884821763571429,0,0,0.965675869857143,0.967290074857143,0,0.0122461448571429,0.0204637801428571,0.177519869428571,0.284440417571429,0,0.000116144,5.833333333,1.4,1.5,"Kampong Cham","Roka Khnaor",2007,0,4,27.34473677,413.75421146539,11.22511653,57.37661804,"CP",39.06373326,0,"none",0
"95",95,30910,9299,1811,2850,2709,672,0,1431,3,7,66,0,0.553635630333333,0.551406118,0.0336809535,0.0337542363333333,0.766104416833333,0.766104416833333,0,0.0335844695,0.0454138375,0.440802975666667,0.0781422671666667,0,0.000443293166666667,0.7666666665,1,6,"Kampong Cham","Svay Khleang",2007,0,13,41.98404593,221.488896413276,11.27402072,65.68406637,"CP",35.38335995,0,"none",0
"96",96,30911,9367,1936,2148,2279,781,0,1014,1,4,14,0,0.751248800875,0.743529678125,0.255268391375,0.249120236625,0.574407890875,0.6619123175,0.005681818125,0.00589874675,0.00744471225,0.442372898,0.038363221375,0,0.00045467825,8.2,1.25,8,"Kampong Cham","Trea",2007,0,46,37.35290839,250.770298853294,10.90993581,71.19478213,"CP",30.83343685,0,"none",0
"97",97,30912,14887,2891,3141,2791,587,0,2416,35,499,66,0,0.54689963975,0.539124166,0.450540461833333,0.432029737083333,0.772104193583333,0.7804898705,0,0.00548841975,0.180598623666667,0.312191228416667,0.231442313166667,0,0.00261990433333333,6.3333333335,2.25,8,"Kampong Cham","Tuol Snuol",2007,1,249,122.528814,121.497952310221,21.46230746,59.10635765,"CP",27.82843343,0,"none",0
"98",98,31003,10368,2006,2360,2437,640,0,1623,88,254,59,0,0.375556388647059,0.366605149411765,0.407413867058824,0.381558165176471,0.823394044823529,0.823394044823529,0,0.0102756073529412,0.0248740859411765,0.0210897621176471,0.0988727711176471,0.0108932461764706,0.0108807476470588,9.666666667,8,8,"Kampong Cham","Choam Kravien",2007,0,61,215.5842623,48.0925643151643,92.11403092,6.407976995,"CP",87.89024105,1,"none",0
"99",99,31004,8395,1680,2383,2407,382,0,1559,67,0,0,0,0.620335070857143,0.596218441714286,0.356983089571429,0.283835656,0.879591836714286,0.879591836714286,0.0030612245,0.00102040814285714,0.0545918367142857,0.00793650792857143,0.496333284214286,0,0,6.48888888883333,4,4,"Kampong Cham","Choam Ta Mau",2007,0,7,98.98145341,84.8138687681854,76.47347289,17.97358358,"CP",69.70512827,0,"none",0
"100",100,31005,22946,3881,4831,5259,884,0,2775,21,48,193,0,0.703940130421053,0.730225532789474,0.190740753631579,0.182042816052632,0.646433932789474,0.652915624210526,0.00229479947368421,0.0199863962631579,0.152047158157895,0.154445721947368,0.146554125842105,0,0.00183811036842105,5.466666667,3,2.5,"Kampong Cham","Dar",2007,0,4,112.2675477,204.38675708243,93.68882115,4.566749644,"CP",70.19552932,0,"none",0
"101",101,31006,11877,2397,2724,2809,532,4,1886,62,212,214,0.000203407111111111,0.364255651333333,0.395414548111111,0.418501362111111,0.376881671111111,0.727888983666667,0.73200421,0.00100704933333333,0.0255871975555556,0.217332815,0.172264610888889,0.288146582444444,0,0.00437647844444444,11.33333333,7,6,"Kampong Cham","Kampoan",2007,0,71,212.775297,55.8194497550155,87.62381131,19.84618505,"MC",58.98020477,0,"none",0
"102",102,31007,6211,1378,1402,1470,289,0,1341,51,66,97,0,0.589753285555556,0.609479053777778,0.403148410111111,0.366298942444444,0.949279292444444,0.949279292444444,0,0.0152108456666667,0.0631026484444444,0.0837038083333333,0.198433547555556,0,0.00745172622222222,4.5,4,8,"Kampong Cham","Memong",2007,0,4,69.25434957,89.6838976694471,52.89035309,16.16264731,"CP",67.04540919,0,"none",0
"103",103,31011,14875,3140,3457,3755,882,0,2889,95,600,24,0,0.543092359769231,0.545025464,0.357430346692308,0.354125981307692,0.909498327461538,0.917483318076923,0.00164471953846154,0.0143047706923077,0.221926150384615,0.315792779769231,0.328982175538462,0.00375234523076923,0.000889011230769231,15.66666667,7,5,"Kampong Cham","Rumchek",2007,0,279,226.032545,65.8091072681591,51.53567953,30.33496115,"CP",47.61674971,0,"none",0
"104",104,31014,9538,1855,2271,2521,390,64,1784,41,127,48,0.0116701275,0.506536888833333,0.535062305666667,0.482397783083333,0.546093588416667,0.970964907,0.970964907,0.00102249491666667,0.0135457395,0.0335348914166667,0.271625138166667,0.16744035225,0,0.00213810791666667,10.25,4,6.5,"Kampong Cham","Tonlung",2007,0,390,254.9887365,37.4055737948253,65.36705982,7.063917083,"CP",77.16575475,1,"none",0
"105",105,31103,9464,2160,2480,2813,923,0,1990,5,16,65,0,0.6417568117,0.5515730624,0.15518197085,0.12546096435,0.90512658415,0.90512658415,0,0.0313658171,0.10912869665,0.4587091249,0.39200324625,0,7.62195e-05,8.3583333335,1.35,6,"Kampong Cham","Damrel",2007,0,4,45.12101738,209.747043607109,16.35429711,27.84037312,"CP",28.87681579,0,"none",0
"106",106,31106,8580,1815,2046,2349,723,0,1324,3,72,62,0,0.604492516318182,0.586936577363636,0.109578781318182,0.138749641681818,0.772577291681818,0.772577291681818,0,0.00411625413636364,0.344751771681818,0.447711980681818,0.198792746863636,0.00177755204545455,0.00123836977272727,4.6666666665,4.5,3,"Kampong Cham","Tuol Sophi",2007,0,1,32.02748404,267.894911423083,58.88237587,40.67152517,"CP",16.37858976,0,"none",0
"107",107,31107,17653,3360,4287,4355,1216,0,2231,44,100,121,0,0.619093709363636,0.624242104181818,0.139928299272727,0.136697659045455,0.728450974045455,0.7341337775,0,0.0240823918636364,0.242385294272727,0.493192780590909,0.247790924545455,0,0.00215589013636364,3.9166666665,3.5,7.35,"Kampong Cham","Preah Theat",2007,0,1,48.64010336,362.930972192737,15.69162,44.50566634,"CP",14.86028983,0,"none",0
"108",108,31202,12502,2786,3517,3686,717,0,2670,28,50,51,0,0.62483381845,0.59030632695,0.1259591868,0.08960967665,0.96570156395,0.96570156395,0,0.00118281645,0.143825828,0.37512173855,0.33992620715,0,0.0007303427,8.58333333325,3.25,4,"Kampong Cham","Doun Tei",2007,0,4,102.0066906,122.560588197339,14.80134854,16.77105577,"CP",39.83697974,0,"none",0
"109",109,31203,16956,3689,4552,4762,938,0,3373,59,128,77,0,0.627655588478261,0.640305934652174,0.241957361478261,0.201964321869565,0.914731243608696,0.914731243608696,0,0.00959316034782609,0.127141961869565,0.310794838173913,0.398114482869565,0,0.00144809882608696,6.33333333316667,5,4,"Kampong Cham","Kak",2007,0,41,179.3250028,94.5545781973912,14.13378514,5.501819885,"CP",51.20727252,0,"none",0
"110",110,31204,19507,3903,5346,5585,1374,0,3341,40,51,164,0,0.5773318082,0.57010489048,0.23285521,0.2059059964,0.87613082304,0.87613082304,0,0.0341161508,0.2131956796,0.3510682824,0.33627061376,0,0.00078135924,4,4,3,"Kampong Cham","Kandaol Chrum",2007,0,7,70.02929475,278.554854359718,20.6191241,19.83092553,"CP",41.49904459,0,"none",0
"111",111,31205,15500,3093,3639,3762,886,0,2450,58,112,74,0,0.77082818725,0.7876095053125,0.2378495568125,0.24501328125,0.74271995625,0.74271995625,0.0041921650625,0.04022448075,0.1228505921875,0.3587293861875,0.1380964730625,0.017578125,0.0028126994375,2.666666667,3,3.5,"Kampong Cham","Kaong Kang",2007,0,1,46.70934098,331.839406739581,22.6704266,11.71339028,"CP",49.52237043,0,"none",0
"112",112,31206,35684,7522,9025,9759,1654,0,2680,23,306,229,0,0.601052135242424,0.637243226060606,0.293246934454545,0.251564301393939,0.367201810060606,0.367201810060606,0.000226195515151515,0.0247121259393939,0.260103582151515,0.148525585333333,0.205374148060606,0,0.00218835036363636,5,4.5,3,"Kampong Cham","Kraek",2007,0,33,152.5875425,233.859195943207,59.33322956,7.079658262,"CP",58.83883181,0,"none",0
"113",113,31207,9664,2148,2667,2749,869,0,183,1,59,265,0,0.6964723912,0.6496929094,0.2699683529,0.2966171861,0.1356245476,0.1356245476,0.0009803922,0.0244178922,0.0221848839,0.0197131201,0.2335653674,0,0.0006637965,3.866666667,2,2,"Kampong Cham","Popel",2007,0,2,36.00704757,268.391902479996,30.04015562,17.81025263,"CP",47.07100359,0,"none",0
"114",114,31208,17642,3734,4580,4509,852,0,2140,92,85,81,0,0.739435295928571,0.726147159285714,0.207186541214286,0.281557388714286,0.527667434571429,0.527667434571429,0.0216277681428571,0.0117268137857143,0.0780074935,0.0567493307142857,0.295626636071429,0,0.00413691121428571,6.333333333,3.5,4.5,"Kampong Cham","Trapeang Phlong",2007,0,4,139.2087243,126.730562963718,24.79700908,3.965709621,"CP",62.27699724,0,"none",0
"115",115,31413,6116,1048,1348,1723,1092,0,984,0,4,0,0,0.6995115,0.78010657075,0.058849725,0.0349992475,0.942343855,0.9538422545,0,0.030221374,0.22509376475,0.57151191825,0.31340739375,0,0,2.29166666675,1,11.5,"Kampong Cham","Svay Sach Phnum",2007,0,2,13.88771823,440.389119271467,9.353524428,75.15213895,"CP",31.17148254,0,"none",0
"116",116,31501,8068,1709,1699,1736,379,0,1571,6,308,85,0,0.5212680338,0.5429802046,0.3620251268,0.3724733672,0.931699207,0.9357447384,0.0047676604,0.0282008944,0.024070413,0.3347816776,0.3910357342,0,0.001824931,10.0999999985,1,1,"Kampong Cham","areaks Tnaot",2007,-8,22,35.52937235,227.079722110543,49.49514495,79.76488683,"CP",43.35319824,0,"none",0
"117",117,31503,11005,2345,2424,2601,679,0,2133,27,110,41,0,0.533025095,0.6043947557,0.2828490656,0.3054275618,0.8836519224,0.8836519224,0.0004464286,0.0035402604,0.0312713718,0.2072762812,0.0915242408,0,0.0005982679,12.33333333,5,5,"Kampong Cham","Dang Kdar",2007,0,79,197.5049106,55.7201335732257,60.42673619,93.14254874,"CP",44.8966568,0,"none",0
"118",118,31504,7203,1804,1823,1878,627,0,1488,12,5,23,0,0.653528165666667,0.741537707333333,0.311378539833333,0.192121562333333,0.835189453166667,0.8712362895,0.00150602416666667,0.00777848233333333,0.025929302,0.347043671833333,0.587889529333333,0,0.00582747233333333,5.8666666665,1.75,0,"Kampong Cham","Khpob Ta Nguon",2007,-5,249,110.1367861,65.4004920159914,27.03385754,70.09848519,"CP",34.5102071,0,"none",0
