Province,Commune,FEM_TOT,MAL_TOT,MAL_18_24,MAL_25_35,MAL_36_45,MAL_46_60,FEM_18_24,FEM_25_35,FEM_36_45,FEM_46_60,M_over61,F_over61
Prey Veng,Pnov Ti Muoy,724,666,115,99,82,84,123,107,91,75,41,51
Prey Veng,Pnov Ti Muoy,488,452,51,61,50,40,58,65,71,64,30,30
Prey Veng,Pnov Ti Muoy,936,982,82,131,98,199,104,129,136,182,147,95
Prey Veng,Pnov Ti Muoy,510,378,71,113,46,36,83,146,62,78,28,39
Prey Veng,Pnov Ti Muoy,301,299,20,21,21,23,23,23,22,24,28,20
Prey Veng,Pnov Ti Muoy,150,182,33,24,13,28,28,31,18,20,7,9
Prey Veng,Pnov Ti Muoy,272,264,53,70,22,12,47,70,27,20,23,29
Prey Veng,Pnov Ti Pir,598,489,73,87,63,43,103,107,80,75,27,57
Prey Veng,Pnov Ti Pir,574,533,56,68,60,65,68,75,73,68,47,56
Prey Veng,Pnov Ti Pir,476,415,82,65,55,27,78,63,41,40,11,11
Prey Veng,Pnov Ti Pir,529,488,105,60,65,28,115,66,85,30,29,15
Prey Veng,Pou Ti,199,205,42,31,24,11,33,46,20,28,6,11
Prey Veng,Pou Ti,315,242,25,22,18,32,34,25,65,40,16,26
Prey Veng,Pou Ti,1048,913,121,145,118,170,156,167,155,195,57,63
Prey Veng,Pou Ti,735,658,136,127,87,60,120,146,88,90,27,50
Prey Veng,Pou Ti,350,327,40,37,36,37,55,40,41,30,14,28
Prey Veng,Pou Ti,244,251,49,60,24,18,50,45,27,24,13,18
Prey Veng,Preaek Changkran,816,684,33,44,52,308,40,61,63,364,70,71
Prey Veng,Preaek Changkran,538,489,78,73,62,44,74,82,71,68,35,37
Prey Veng,Preaek Changkran,888,851,78,103,117,147,99,131,112,158,57,58
Prey Veng,Preaek Changkran,772,755,83,60,84,73,88,90,83,87,81,95
Prey Veng,Preaek Changkran,926,868,73,149,146,133,79,151,150,143,32,39
Prey Veng,Prey Daeum Thnoeng,593,518,54,58,76,68,79,97,100,100,30,22
Prey Veng,Prey Daeum Thnoeng,531,488,47,83,91,73,48,91,99,80,21,33
Prey Veng,Prey Daeum Thnoeng,547,509,67,44,66,73,37,58,41,79,24,50
Prey Veng,Prey Daeum Thnoeng,685,615,121,49,123,84,143,58,148,104,42,49
Prey Veng,Prey Tueng,738,634,72,103,112,113,72,114,138,149,54,71
Prey Veng,Prey Tueng,1269,1145,190,133,142,133,210,165,169,171,57,61
Prey Veng,Prey Tueng,824,727,112,104,88,46,129,109,106,82,46,36
Prey Veng,Prey Tueng,1534,1810,275,229,235,104,169,324,271,221,41,53
Prey Veng,Prey Tueng,465,453,73,82,60,25,75,83,59,26,9,9
Prey Veng,Rumlech,825,713,132,123,125,50,153,163,88,63,41,22
Prey Veng,Rumlech,562,583,79,69,75,64,82,62,56,57,89,62
Prey Veng,Rumlech,1401,1103,83,156,230,148,77,145,521,236,316,272
Prey Veng,Rumlech,607,596,81,76,77,52,85,83,83,69,20,40
Prey Veng,Rumlech,694,575,124,111,64,54,127,135,72,76,34,51
Prey Veng,Rumlech,425,380,59,49,53,43,74,60,72,59,15,9
Prey Veng,Ruessei Sanh,634,585,58,94,85,112,64,99,96,123,61,70
Prey Veng,Ruessei Sanh,1551,1471,132,246,208,241,138,256,215,249,152,194
Prey Veng,Ruessei Sanh,305,299,40,54,50,50,42,57,52,51,25,24
Prey Veng,Ruessei Sanh,2089,1904,218,307,298,396,236,334,322,428,141,179
Prey Veng,Baray,982,904,128,110,98,95,149,144,141,137,72,79
Prey Veng,Baray,1973,1886,239,319,208,167,276,308,219,227,175,256
Prey Veng,Cheung Tuek,933,705,135,121,81,68,148,142,139,130,45,55
Prey Veng,Cheung Tuek,867,794,121,116,104,76,143,151,119,123,33,71
Prey Veng,Cheung Tuek,236,235,26,41,39,28,43,49,36,22,6,8
Prey Veng,Cheung Tuek,787,752,120,90,115,40,145,95,105,77,41,48
Prey Veng,Cheung Tuek,163,162,27,27,25,16,36,36,19,19,7,6
Prey Veng,Kampong Leav,660,628,104,106,71,58,113,120,81,61,9,31
Prey Veng,Kampong Leav,1161,983,114,197,206,213,157,237,229,235,33,38
Prey Veng,Kampong Leav,1148,1031,211,124,135,150,257,125,144,142,25,39
Prey Veng,Kampong Leav,646,601,57,85,87,93,48,93,85,106,11,18
Prey Veng,Kampong Leav,850,847,145,156,127,114,148,143,104,106,25,74
Prey Veng,Kampong Leav,932,935,222,143,123,128,144,149,140,163,30,62
Prey Veng,Kampong Leav,559,558,42,45,64,137,45,47,63,147,33,39
Prey Veng,Kampong Leav,1111,1063,147,165,147,105,141,157,143,133,53,56
Pursat,Boeng Bat Kandaol,765,757,109,37,48,34,67,78,62,54,106,34
Pursat,Boeng Bat Kandaol,342,292,36,47,26,18,43,49,28,25,7,13
Pursat,Boeng Bat Kandaol,530,502,40,62,52,54,42,59,30,59,45,56
Pursat,Boeng Bat Kandaol,621,618,50,73,54,85,62,71,61,50,42,23
Pursat,Boeng Bat Kandaol,363,403,33,41,53,49,36,43,16,46,53,48
Pursat,Boeng Bat Kandaol,541,520,68,70,74,66,78,76,84,60,34,30
Pursat,Boeng Bat Kandaol,365,360,55,60,32,33,59,46,39,52,9,7
Pursat,Boeng Bat Kandaol,191,205,37,29,17,13,35,41,13,21,8,6
Pursat,Boeng Bat Kandaol,403,415,69,74,43,47,74,66,37,26,31,22
Pursat,Boeng Bat Kandaol,324,302,65,43,28,25,56,37,39,24,7,9
Pursat,Boeng Bat Kandaol,302,262,33,35,40,40,28,31,38,28,10,14
Pursat,Boeng Bat Kandaol,377,331,54,41,34,24,58,46,36,35,5,29
Pursat,Boeng Bat Kandaol,540,498,39,90,67,51,55,67,61,56,37,75
Pursat,Boeng Khnar,521,470,82,81,45,33,86,60,57,69,23,30
Pursat,Boeng Khnar,897,790,130,124,123,136,159,145,138,157,79,69
Pursat,Boeng Khnar,537,466,90,82,45,46,86,84,64,61,29,37
Pursat,Boeng Khnar,825,730,101,89,92,97,105,95,97,104,3,37
Pursat,Boeng Khnar,419,383,69,61,44,32,75,71,43,54,16,25
Pursat,Boeng Khnar,400,494,90,53,35,40,73,60,35,50,25,21
Pursat,Boeng Khnar,520,435,65,71,67,46,83,98,72,69,17,27
Pursat,Boeng Khnar,375,355,54,56,67,58,69,59,62,54,15,11
Pursat,Boeng Khnar,516,463,58,54,49,34,64,56,52,42,21,23
Pursat,Boeng Khnar,305,384,53,71,50,57,50,41,29,38,15,20
Pursat,Boeng Khnar,478,429,56,60,44,49,78,55,46,44,18,31
Pursat,Boeng Khnar,474,418,70,51,31,41,20,62,46,49,16,14
Pursat,Boeng Khnar,203,187,25,34,13,18,33,32,14,19,15,9
Pursat,Khnar Totueng,205,208,43,28,24,15,29,38,34,27,7,17
Pursat,Khnar Totueng,591,528,67,55,62,57,71,63,68,57,54,66
Pursat,Khnar Totueng,233,206,30,32,18,22,34,41,20,25,8,10
Pursat,Khnar Totueng,103,101,13,18,14,6,15,14,17,7,5,9
Pursat,Khnar Totueng,214,210,34,30,22,18,28,29,28,25,14,18
Pursat,Khnar Totueng,402,395,66,59,36,31,56,73,46,44,32,33
Pursat,Khnar Totueng,591,471,52,52,102,22,112,100,100,20,21,20
Pursat,Khnar Totueng,336,328,65,43,38,23,50,54,44,35,11,19
Pursat,Khnar Totueng,190,173,39,31,15,22,36,26,22,25,6,6
Pursat,Khnar Totueng,405,350,30,20,20,15,40,30,20,10,10,10
Pursat,Khnar Totueng,477,409,75,54,39,18,82,78,52,55,37,32
Pursat,Khnar Totueng,476,404,27,48,35,36,33,53,43,45,8,8
Pursat,Me Tuek,508,546,73,66,69,56,111,68,63,41,48,27
Pursat,Me Tuek,453,474,44,78,59,50,39,81,55,52,16,20
Pursat,Me Tuek,469,389,71,56,34,39,99,93,42,60,22,31
Pursat,Me Tuek,664,612,49,113,79,61,66,117,103,70,61,87
Pursat,Me Tuek,478,400,36,59,32,29,64,51,37,42,12,24
Pursat,Me Tuek,744,482,63,48,40,25,122,89,74,61,13,29
Pursat,Me Tuek,748,711,122,91,74,93,129,58,59,54,58,64
Pursat,Me Tuek,443,370,29,45,46,28,27,60,47,45,21,27
Pursat,Me Tuek,328,312,69,32,31,37,67,41,42,43,7,15
Pursat,Me Tuek,206,165,31,29,10,15,36,32,16,25,6,16
Pursat,Me Tuek,468,987,112,142,107,35,57,72,55,5,21,12
Pursat,Me Tuek,493,488,57,64,69,52,69,61,50,45,41,42
Pursat,Me Tuek,362,383,56,41,31,24,57,43,39,28,23,31
Pursat,Me Tuek,227,235,21,29,25,30,22,29,27,34,22,18
Pursat,Me Tuek,286,275,40,35,34,31,36,35,19,31,4,6
Pursat,Ou Ta Paong,164,138,35,9,10,7,27,18,18,22,6,18
Pursat,Ou Ta Paong,556,412,43,59,73,58,44,62,77,63,36,41
Pursat,Ou Ta Paong,401,388,47,51,47,50,51,52,54,53,25,26
Pursat,Ou Ta Paong,549,489,88,71,50,32,75,76,43,55,27,44
Pursat,Ou Ta Paong,801,802,155,74,80,87,137,87,89,96,83,86
Pursat,Ou Ta Paong,635,311,56,44,26,25,116,88,54,50,36,72
Pursat,Ou Ta Paong,807,626,74,69,45,67,88,71,85,98,58,79
Pursat,Ou Ta Paong,456,349,43,37,38,19,50,58,49,27,13,17
Pursat,Ou Ta Paong,896,801,48,58,50,21,90,79,65,73,20,15
Pursat,Ou Ta Paong,272,249,40,33,16,41,41,31,19,15,7,9
Pursat,Ou Ta Paong,335,316,59,60,39,25,41,52,30,25,11,9
Pursat,Ou Ta Paong,528,451,39,41,35,36,49,48,50,51,53,52
Pursat,Ou Ta Paong,438,435,48,45,44,33,49,46,40,34,27,29
Pursat,Ou Ta Paong,765,403,68,46,41,31,152,96,86,62,11,21
Pursat,Ou Ta Paong,606,568,71,79,73,81,81,87,92,79,26,45
Pursat,Ou Ta Paong,281,296,38,41,54,56,31,41,53,58,5,6
Pursat,Ou Ta Paong,277,208,19,18,20,22,23,27,21,29,19,18
Pursat,Ou Ta Paong,300,564,101,57,48,47,22,36,27,26,35,8
Pursat,Rumlech,353,314,21,43,35,42,38,43,38,33,30,23
Pursat,Rumlech,517,500,87,74,45,50,106,72,45,69,30,23
Pursat,Rumlech,242,205,29,19,28,10,36,28,36,37,8,15
Pursat,Rumlech,214,281,64,29,23,26,34,25,25,28,14,13
Pursat,Rumlech,469,450,75,68,37,35,81,57,48,45,19,28
Pursat,Rumlech,232,235,35,30,19,15,36,32,29,15,9,13
Pursat,Rumlech,1172,1093,89,140,162,175,76,148,157,172,202,352
Pursat,Rumlech,225,231,45,18,36,20,35,21,39,25,8,11
Pursat,Rumlech,639,294,15,33,36,46,118,106,66,65,23,25
Pursat,Rumlech,450,489,74,83,50,38,63,84,50,41,23,40
Pursat,Rumlech,203,234,32,38,19,46,33,24,16,14,6,11
Pursat,Rumlech,182,167,14,22,17,8,16,26,18,11,7,7
Pursat,Rumlech,139,158,14,15,24,10,10,15,20,5,3,2
Pursat,Snam Preah,296,279,33,38,28,26,35,42,39,41,34,29
Pursat,Snam Preah,441,409,71,47,40,36,81,56,45,42,30,52
Pursat,Snam Preah,503,464,65,56,52,76,54,56,44,42,136,48
Pursat,Snam Preah,425,437,61,30,35,45,50,72,57,40,27,25
Pursat,Snam Preah,547,515,91,71,52,31,97,86,56,42,22,17
Pursat,Snam Preah,386,324,70,44,31,25,78,50,60,41,5,7
Pursat,Snam Preah,540,467,64,53,39,62,69,61,45,59,25,33
Pursat,Snam Preah,307,304,40,30,37,18,53,33,40,27,7,16
Pursat,Snam Preah,427,413,73,55,44,44,81,59,37,53,18,15
Pursat,Snam Preah,264,260,45,37,26,22,53,35,32,27,9,16
Pursat,Snam Preah,375,334,69,54,25,32,73,54,33,48,13,27
Pursat,Snam Preah,333,241,36,30,39,29,43,49,50,55,8,15
Pursat,Snam Preah,743,654,86,52,104,51,89,58,104,122,50,59
Pursat,Snam Preah,684,664,86,91,79,70,102,111,85,86,26,29
Pursat,Snam Preah,242,249,54,26,28,20,19,41,31,27,12,22
Pursat,Snam Preah,299,282,50,43,32,22,56,39,39,25,20,21
Pursat,Snam Preah,632,622,105,52,57,59,109,64,67,91,56,50
Pursat,Snam Preah,340,336,48,50,45,45,50,52,52,45,20,15
Pursat,Snam Preah,380,326,43,50,55,15,47,50,52,23,5,12
Pursat,Snam Preah,605,451,51,53,29,36,93,81,58,57,39,26
Pursat,Svay Doun Kaev,122,139,10,15,20,17,15,20,10,20,15,19
Pursat,Svay Doun Kaev,787,718,126,107,87,72,153,87,96,108,67,89
Pursat,Svay Doun Kaev,179,161,13,45,10,2,14,21,15,26,40,58
Pursat,Svay Doun Kaev,144,121,26,13,14,8,31,13,16,12,3,14
Pursat,Svay Doun Kaev,371,396,67,64,41,26,70,66,35,22,34,15
Pursat,Svay Doun Kaev,270,345,35,51,27,31,50,41,15,20,43,25
Pursat,Svay Doun Kaev,226,201,47,38,21,19,42,22,29,29,9,17
Pursat,Svay Doun Kaev,150,151,28,14,12,18,22,18,14,20,4,12
Pursat,Svay Doun Kaev,954,862,177,100,89,101,152,117,129,54,57,46
Pursat,Ta Lou,222,210,40,39,26,15,35,31,32,23,10,14
Pursat,Ta Lou,196,151,23,20,16,20,38,25,18,18,9,9
Pursat,Ta Lou,237,200,36,37,22,14,20,19,34,42,4,16
Pursat,Ta Lou,268,324,38,32,35,16,32,34,39,19,4,6
Pursat,Ta Lou,759,710,110,94,78,56,108,108,95,83,31,40
Pursat,Ta Lou,822,716,59,127,103,67,117,113,87,158,56,37
Pursat,Ta Lou,682,508,71,62,48,43,129,97,61,50,14,15
Pursat,Ta Lou,258,250,22,26,32,21,34,24,29,22,4,6
Pursat,Ta Lou,306,284,25,35,37,49,27,36,39,50,7,8
Pursat,Ta Lou,487,387,60,62,55,30,76,72,65,29,15,20
Pursat,Ta Lou,747,624,53,65,61,49,67,58,72,65,51,62
Pursat,Ta Lou,431,363,46,51,56,35,50,56,60,40,16,22
Pursat,Ta Lou,405,384,66,71,60,14,67,76,61,17,21,25
Pursat,Ta Lou,313,262,42,46,26,19,57,42,29,30,11,16
Pursat,Ta Lou,504,624,69,76,69,89,56,43,45,58,42,41
Pursat,Ta Lou,1435,937,106,87,91,88,114,216,241,145,20,30
Pursat,Ta Lou,1014,1117,121,101,132,100,121,100,109,82,37,21
Pursat,Ta Lou,763,756,90,87,75,52,97,102,79,59,15,22
Pursat,Ta Lou,614,573,85,100,36,23,100,98,40,25,8,12
Pursat,Trapeang Chong,654,606,65,55,43,39,65,60,45,38,46,42
Pursat,Trapeang Chong,290,270,56,37,24,26,61,36,31,33,10,11
Pursat,Trapeang Chong,574,487,39,43,67,28,39,53,61,51,15,37
Pursat,Trapeang Chong,446,355,55,50,34,33,70,80,37,80,50,31
Pursat,Trapeang Chong,663,664,82,90,83,98,84,86,85,98,98,38
Pursat,Trapeang Chong,589,571,93,67,59,53,96,62,83,57,20,20
Pursat,Trapeang Chong,343,320,68,53,32,31,73,64,33,40,11,14
Pursat,Trapeang Chong,687,661,115,114,30,12,132,19,19,8,8,6
Pursat,Trapeang Chong,1165,1097,118,68,98,82,112,95,115,85,105,90
Pursat,Trapeang Chong,361,402,89,50,22,25,93,59,34,27,20,15
Pursat,Trapeang Chong,327,304,30,36,65,50,30,35,45,60,9,10
Pursat,Trapeang Chong,554,503,56,61,80,75,65,70,88,85,17,19
Pursat,Trapeang Chong,352,338,42,41,43,37,43,46,41,45,6,8
Pursat,Trapeang Chong,736,675,43,96,69,86,62,92,88,101,65,59
Pursat,Trapeang Chong,298,326,57,48,22,32,45,44,33,27,15,19
Pursat,Trapeang Chong,337,351,72,46,32,37,52,49,34,37,26,23
Pursat,Trapeang Chong,633,515,76,58,65,56,84,62,75,74,31,44
Pursat,Trapeang Chong,370,337,51,60,62,41,56,68,61,46,9,13
Pursat,Trapeang Chong,242,234,31,34,25,17,46,37,18,33,13,14
Pursat,Trapeang Chong,543,510,35,42,67,28,60,54,72,24,12,6
Pursat,Anlong Vil,138,118,17,9,28,17,21,11,26,29,1,3
Pursat,Anlong Vil,185,159,14,22,17,22,10,17,18,12,5,12
Pursat,Anlong Vil,150,144,23,26,17,13,27,32,2,22,12,11
Pursat,Anlong Vil,126,133,24,5,11,10,7,20,11,19,14,9
Pursat,Anlong Vil,120,116,31,26,10,6,29,22,15,14,5,11
Pursat,Anlong Vil,129,111,17,22,14,7,17,16,16,13,2,14
Pursat,Anlong Vil,172,162,19,16,23,16,29,12,28,30,2,1
Pursat,Anlong Vil,135,145,35,19,14,16,24,14,15,22,6,10
Pursat,Anlong Vil,202,187,32,28,21,31,24,26,27,22,11,15
Pursat,Anlong Vil,122,138,16,24,23,7,20,21,32,3,6,2
Pursat,Anlong Vil,167,205,24,34,33,25,43,22,21,12,15,13
Pursat,Anlong Vil,215,186,25,37,12,13,35,34,14,25,7,22
Pursat,Anlong Vil,210,215,33,25,21,21,31,27,23,28,6,13
Pursat,Anlong Vil,123,118,30,25,25,15,34,23,20,20,4,5
Pursat,Anlong Vil,284,265,39,32,25,19,34,26,25,26,17,16
Pursat,Anlong Vil,271,223,20,38,35,31,23,42,34,36,24,46
Pursat,Kaoh Chum,102,113,21,18,18,6,11,21,12,17,5,10
Pursat,Kaoh Chum,284,235,41,27,34,29,53,36,34,32,7,20
Pursat,Kaoh Chum,132,137,26,18,16,17,33,19,12,17,1,9
Pursat,Kaoh Chum,250,238,33,21,24,27,35,24,30,22,5,24
Pursat,Kaoh Chum,158,141,30,19,22,18,25,32,18,20,6,14
Pursat,Kaoh Chum,179,169,33,18,20,16,36,17,20,25,5,11
Pursat,Kaoh Chum,237,229,35,27,22,33,23,25,20,24,19,28
Pursat,Kaoh Chum,248,249,51,32,31,30,34,34,37,44,8,20
Pursat,Kaoh Chum,208,193,14,28,12,13,27,32,12,16,7,11
Pursat,Kandieng,114,107,22,10,16,16,19,15,15,19,12,15
Pursat,Kandieng,206,159,28,33,13,22,41,30,18,26,8,17
Pursat,Kandieng,182,150,32,28,14,9,36,26,16,20,8,15
Pursat,Kandieng,175,139,29,20,14,16,25,27,13,25,7,20
Pursat,Kandieng,169,164,37,14,14,15,35,33,12,28,16,13
Pursat,Kandieng,234,226,63,25,23,19,41,32,20,38,15,11
Pursat,Kandieng,154,133,23,16,12,8,22,16,20,17,8,10
Pursat,Kandieng,90,88,19,26,7,10,13,20,13,14,10,19
Pursat,Kandieng,138,111,20,20,15,13,28,17,16,19,3,13
Pursat,Kandieng,183,163,25,36,18,16,28,32,19,32,8,18
Pursat,Kandieng,258,204,42,48,14,24,51,46,26,41,14,24
Pursat,Kandieng,248,205,42,28,21,24,50,34,30,39,12,25
Pursat,Kandieng,187,182,48,19,22,21,16,28,21,38,17,22
Pursat,Kandieng,206,173,26,22,21,27,35,24,27,26,14,25
Pursat,Kandieng,138,142,24,32,21,10,18,25,14,27,14,13
Pursat,Kandieng,228,211,43,33,15,24,42,34,30,32,9,24
Pursat,Kandieng,385,315,62,64,28,30,54,58,35,55,21,38
Pursat,Kanhchor,490,423,57,53,39,37,80,78,61,49,16,31
Pursat,Kanhchor,268,258,45,40,25,29,43,49,31,32,9,14
Pursat,Kanhchor,680,646,84,70,47,8,90,74,68,23,46,46
Pursat,Kanhchor,428,374,79,56,31,37,72,75,41,56,17,39
Pursat,Kanhchor,330,312,66,36,18,44,52,38,31,49,11,23
Pursat,Kanhchor,404,368,72,46,19,62,64,72,49,58,18,30
Pursat,Kanhchor,398,383,25,63,79,50,64,176,25,22,30,2
Pursat,Kanhchor,366,305,52,56,26,27,60,60,34,45,19,34
Pursat,Kanhchor,256,222,50,26,16,21,36,38,26,37,5,19
Pursat,Kanhchor,455,416,92,63,32,32,86,74,43,46,9,29
Pursat,Kanhchor,345,330,69,36,27,37,81,36,30,49,16,31
Pursat,Kanhchor,183,153,23,19,15,17,35,19,30,37,5,10
Pursat,Reang Til,550,479,84,39,61,43,52,85,48,58,31,91
Pursat,Reang Til,623,550,82,79,36,48,82,75,69,58,26,5
Pursat,Reang Til,215,200,14,26,19,19,16,26,21,21,24,36
Pursat,Reang Til,530,542,78,78,59,46,90,79,46,53,21,26
Pursat,Reang Til,712,806,50,71,69,151,50,59,71,157,154,36
Pursat,Srae Sdok,328,282,57,44,20,26,62,47,34,48,24,29
Pursat,Srae Sdok,372,374,61,38,25,29,59,44,40,43,17,15
Pursat,Srae Sdok,196,164,11,30,19,14,12,31,24,22,1,9
Pursat,Srae Sdok,289,269,36,37,33,23,42,29,35,33,16,26
Pursat,Srae Sdok,265,216,58,12,13,23,70,8,19,35,5,14
Pursat,Srae Sdok,176,161,24,14,20,11,24,17,20,16,3,11
Pursat,Srae Sdok,292,277,31,31,21,11,36,46,24,29,11,13
Pursat,Srae Sdok,277,223,25,37,40,35,34,35,25,31,8,9
Pursat,Srae Sdok,471,398,45,44,42,37,48,47,46,42,11,13
Pursat,Srae Sdok,408,330,26,35,47,48,39,39,55,52,53,46
Pursat,Srae Sdok,356,269,40,22,38,29,52,46,45,38,24,32
Pursat,Srae Sdok,433,358,58,52,60,26,63,51,61,31,23,23
Pursat,Srae Sdok,527,498,57,56,54,54,85,85,72,65,38,52
Pursat,Srae Sdok,563,595,70,69,60,58,78,59,48,52,48,41
Pursat,Srae Sdok,227,263,32,25,33,29,28,31,20,16,17,15
Pursat,Srae Sdok,290,269,57,20,24,20,45,35,33,10,12,25
Pursat,Srae Sdok,302,336,32,35,41,39,29,34,39,35,35,28
Pursat,Svay Luong,291,273,63,37,35,38,55,50,30,45,13,23
Pursat,Svay Luong,193,181,23,15,24,21,21,17,30,38,19,17
Pursat,Svay Luong,182,289,55,42,22,40,23,22,17,20,26,18
Pursat,Svay Luong,221,216,47,33,17,23,47,31,27,28,16,14
Pursat,Svay Luong,164,149,30,20,16,16,17,23,14,22,9,18
Pursat,Svay Luong,199,183,39,26,14,21,26,28,18,28,10,14
Pursat,Svay Luong,203,189,38,28,21,18,31,34,22,30,3,11
Pursat,Svay Luong,147,157,20,21,19,9,21,15,20,10,9,8
Pursat,Svay Luong,156,175,40,20,18,10,32,20,17,29,4,10
Pursat,Svay Luong,241,223,26,31,30,17,41,34,24,34,10,22
Pursat,Svay Luong,384,358,40,34,41,39,46,60,58,69,35,50
Pursat,Svay Luong,448,377,66,41,34,30,74,53,55,48,21,27
Pursat,Svay Luong,272,237,33,36,25,33,53,36,26,38,11,21
Pursat,Sya,206,201,26,31,21,24,23,39,23,23,7,12
Pursat,Sya,364,402,84,57,41,44,65,66,41,45,30,16
Pursat,Sya,110,109,24,17,11,9,17,13,15,13,3,16
Pursat,Sya,346,307,49,53,27,30,62,57,35,55,16,24
Pursat,Sya,180,169,38,17,14,14,37,27,19,22,9,10
Pursat,Sya,318,306,38,25,41,53,41,26,32,47,44,53
Pursat,Sya,667,572,58,41,38,27,50,53,41,40,21,41
Pursat,Sya,272,238,51,39,31,19,33,43,33,29,17,30
Pursat,Sya,362,324,56,40,33,31,70,30,36,43,13,24
Pursat,Sya,267,274,40,30,40,28,43,22,30,21,12,14
Pursat,Sya,278,274,50,33,25,27,45,35,30,37,9,9
Pursat,Veal,366,312,52,65,34,43,62,57,59,47,15,30
Pursat,Veal,530,468,95,97,40,48,111,102,51,86,36,47
Pursat,Veal,270,247,64,40,27,34,58,38,35,48,7,32
Pursat,Veal,327,294,44,65,37,27,57,47,41,48,17,37
Pursat,Veal,228,216,43,39,28,25,34,44,27,25,12,3
Pursat,Veal,342,347,76,55,40,49,50,63,46,46,13,37
Pursat,Veal,252,237,22,32,32,21,19,28,30,37,35,64
Pursat,Veal,223,303,89,29,31,21,17,32,30,29,23,34
Pursat,Veal,172,164,27,23,19,22,25,27,22,26,3,17
Pursat,Anlong Tnaot,249,218,30,51,24,9,28,52,26,32,17,34
Pursat,Anlong Tnaot,482,393,72,59,50,34,65,66,70,82,13,24
Pursat,Anlong Tnaot,724,566,68,60,57,110,68,80,121,130,75,89
Pursat,Anlong Tnaot,926,957,201,87,121,133,223,89,111,105,45,30
Pursat,Anlong Tnaot,332,394,38,47,52,51,57,45,51,47,23,30
Pursat,Anlong Tnaot,133,124,19,16,12,11,23,16,14,16,9,10
Pursat,Anlong Tnaot,411,395,31,33,30,34,30,34,43,45,81,20
Pursat,Anlong Tnaot,206,151,16,19,21,14,16,30,27,21,21,45
Pursat,Anlong Tnaot,472,372,27,37,36,50,31,42,39,53,48,52
Pursat,Anlong Tnaot,365,373,72,48,43,39,57,36,49,64,19,12
Pursat,Anlong Tnaot,436,380,70,33,42,40,65,50,60,33,11,30
Pursat,Anlong Tnaot,224,288,21,34,36,37,18,31,35,35,22,18
Pursat,Ansa Chambak,923,795,101,59,81,55,101,96,97,62,41,32
Pursat,Ansa Chambak,597,548,34,44,64,88,68,44,57,91,79,67
Pursat,Ansa Chambak,539,488,57,39,46,34,63,68,58,48,35,46
Pursat,Ansa Chambak,279,280,50,21,41,12,50,40,25,11,7,10
Pursat,Ansa Chambak,516,539,72,80,51,6,91,78,48,41,11,30
Pursat,Ansa Chambak,384,451,70,51,38,62,65,41,41,39,18,28
Pursat,Ansa Chambak,336,322,61,70,80,38,54,62,61,52,20,23
Pursat,Boeng Kantuot,272,245,43,18,29,30,40,31,31,46,10,17
Pursat,Boeng Kantuot,296,301,53,54,21,33,49,40,26,49,13,18
Pursat,Boeng Kantuot,328,297,50,45,34,28,51,53,38,38,19,23
Pursat,Boeng Kantuot,197,213,25,30,14,27,29,24,19,34,6,8
Pursat,Boeng Kantuot,313,273,49,60,31,33,52,45,35,39,13,30
Pursat,Boeng Kantuot,320,286,49,39,28,33,61,37,36,41,15,26
Pursat,Boeng Kantuot,213,179,45,29,10,25,30,36,18,41,9,14
Pursat,Boeng Kantuot,321,295,56,37,30,28,43,70,45,37,27,27
Pursat,Boeng Kantuot,341,303,100,15,10,15,40,86,51,41,6,5
Pursat,Boeng Kantuot,205,202,45,15,6,30,43,30,19,24,9,9
Pursat,Boeng Kantuot,330,221,50,35,14,24,40,68,23,73,15,19
Pursat,Chheu Tom,647,1391,283,185,155,100,90,103,81,63,40,16
Pursat,Chheu Tom,614,525,81,71,62,47,94,72,62,61,53,33
Pursat,Chheu Tom,678,586,94,72,58,64,115,99,67,98,27,36
Pursat,Chheu Tom,422,382,85,62,42,25,85,74,51,35,12,25
Pursat,Chheu Tom,345,298,42,26,30,25,47,26,30,34,12,23
Pursat,Chheu Tom,443,419,20,48,35,50,30,45,40,50,40,42
Pursat,Chheu Tom,1163,1102,149,109,119,128,165,155,155,156,75,80
Pursat,Chheu Tom,494,498,31,43,39,42,43,37,41,43,57,37
Pursat,Chheu Tom,974,998,116,83,91,59,161,75,62,53,49,31
Pursat,Chheu Tom,766,710,71,67,65,49,25,92,52,49,75,52
Pursat,Chheu Tom,343,335,36,48,36,37,59,49,30,36,14,14
Pursat,Kampong Luong,471,511,101,71,63,52,81,68,63,55,39,46
Pursat,Kampong Luong,320,297,30,64,62,11,50,56,61,14,6,10
Pursat,Kampong Luong,380,345,66,48,35,30,62,59,64,25,17,19
Pursat,Kampong Luong,575,568,85,67,81,64,102,75,77,75,15,19
Pursat,Kampong Luong,1194,1245,244,184,118,155,212,182,124,178,20,21
Pursat,Kampong Pou,685,632,37,102,130,120,78,109,127,110,12,20
Pursat,Kampong Pou,294,250,48,38,17,26,55,37,36,50,9,20
Pursat,Kampong Pou,814,795,88,68,88,45,78,82,70,87,84,45
Pursat,Kampong Pou,461,425,49,101,43,36,42,107,55,44,24,45
Pursat,Kampong Pou,447,438,75,82,51,56,97,40,53,72,3,40
Pursat,Kampong Pou,261,247,40,30,25,28,21,32,28,30,10,54
Pursat,Kampong Pou,184,206,29,22,20,11,30,22,29,25,13,19
