Province,Commune,FEM_TOT,MAL_TOT,MAL_18_24,MAL_25_35,MAL_36_45,MAL_46_60,FEM_18_24,FEM_25_35,FEM_36_45,FEM_46_60,M_over61,F_over61
Kampong Chhnang,Sedthei,370,331,51,49,53,18,49,64,46,42,16,25
Kampong Chhnang,Sedthei,368,377,32,34,18,30,21,16,24,25,25,14
Kampong Chhnang,Sedthei,264,281,44,48,36,25,36,37,34,18,9,8
Kampong Chhnang,Sedthei,358,351,58,45,33,25,54,37,41,43,21,32
Kampong Chhnang,Sedthei,288,221,16,22,20,27,41,23,29,31,23,24
Kampong Chhnang,Sedthei,365,354,27,65,34,35,26,62,37,48,32,37
Kampong Chhnang,Sedthei,573,445,58,63,35,44,66,87,70,51,20,29
Kampong Chhnang,Sedthei,188,196,10,25,36,30,25,32,38,15,5,8
Kampong Chhnang,Svay,341,355,20,30,52,54,33,31,55,46,36,32
Kampong Chhnang,Svay,258,286,27,42,48,23,28,55,52,15,7,4
Kampong Chhnang,Svay,521,478,76,66,53,36,94,75,52,59,24,19
Kampong Chhnang,Svay,260,235,26,21,19,27,24,29,20,27,25,32
Kampong Chhnang,Svay,485,462,73,45,42,42,71,55,53,52,35,44
Kampong Chhnang,Svay,343,299,52,64,30,16,53,57,26,34,18,22
Kampong Chhnang,Svay,477,414,57,38,37,55,62,60,35,76,67,85
Kampong Chhnang,Svay,452,417,71,63,49,28,67,65,68,46,23,30
Kampong Chhnang,Svay,467,417,71,72,40,27,79,73,47,46,21,47
Kampong Chhnang,Svay,470,480,67,72,64,51,50,58,37,28,38,21
Kampong Chhnang,Svay,268,299,53,47,41,29,41,43,32,34,17,16
Kampong Chhnang,Svay,598,536,89,115,62,55,96,127,71,70,23,36
Kampong Chhnang,Svay,252,257,27,35,37,30,17,48,46,35,12,10
Kampong Chhnang,Svay Chuk,190,184,29,20,21,9,32,30,23,15,5,11
Kampong Chhnang,Svay Chuk,357,347,57,33,41,24,76,43,42,33,7,17
Kampong Chhnang,Svay Chuk,504,432,33,34,54,57,57,54,63,77,18,18
Kampong Chhnang,Svay Chuk,936,804,115,126,88,72,133,161,96,104,38,47
Kampong Chhnang,Svay Chuk,427,401,74,64,44,31,75,47,43,43,21,28
Kampong Chhnang,Svay Chuk,907,763,315,31,33,28,369,41,49,35,22,23
Kampong Chhnang,Svay Chuk,338,352,30,68,37,35,56,60,28,55,24,20
Kampong Chhnang,Svay Chuk,298,273,40,53,30,18,66,49,29,17,7,15
Kampong Chhnang,Svay Chuk,204,214,32,43,27,14,24,22,24,17,11,12
Kampong Chhnang,Svay Chuk,562,517,59,70,43,48,75,70,54,54,24,27
Kampong Chhnang,Tbaeng Khpos,664,594,94,68,69,45,136,107,50,71,25,28
Kampong Chhnang,Tbaeng Khpos,420,383,19,35,39,37,42,41,42,41,24,35
Kampong Chhnang,Tbaeng Khpos,251,224,42,30,12,19,43,35,29,26,10,14
Kampong Chhnang,Tbaeng Khpos,570,522,60,82,75,67,71,89,82,74,19,26
Kampong Chhnang,Tbaeng Khpos,399,353,53,58,36,35,57,61,39,53,18,25
Kampong Chhnang,Tbaeng Khpos,584,520,34,52,53,43,55,64,58,49,62,84
Kampong Chhnang,Tbaeng Khpos,559,597,115,110,63,46,92,101,75,89,24,30
Kampong Chhnang,Tbaeng Khpos,617,580,30,54,43,32,110,55,61,58,35,34
Kampong Chhnang,Tbaeng Khpos,587,539,69,94,55,41,65,61,65,25,19,11
Kampong Chhnang,Thlok Vien,559,491,77,78,57,36,79,77,57,61,27,41
Kampong Chhnang,Thlok Vien,179,345,60,48,43,36,28,30,17,15,34,19
Kampong Chhnang,Thlok Vien,331,236,37,32,25,15,58,55,38,30,7,16
Kampong Chhnang,Thlok Vien,314,314,44,40,29,24,52,53,36,24,33,33
Kampong Chhnang,Thlok Vien,723,652,102,86,63,52,119,102,82,80,47,22
Kampong Chhnang,Thlok Vien,539,591,82,92,50,37,61,94,45,62,38,47
Kampong Chhnang,Thlok Vien,365,319,49,43,34,28,63,51,39,42,14,25
Kampong Chhnang,Akphivoadth,1840,1939,139,286,219,232,198,195,169,185,160,146
Kampong Chhnang,Akphivoadth,720,679,115,103,67,56,110,106,70,82,18,23
Kampong Chhnang,Akphivoadth,564,484,69,66,71,35,76,75,72,58,27,15
Kampong Chhnang,Akphivoadth,249,203,36,31,27,22,38,44,19,44,12,11
Kampong Chhnang,Akphivoadth,315,246,36,50,30,15,33,46,32,41,7,37
Kampong Chhnang,Akphivoadth,217,196,28,38,21,16,31,24,32,29,16,20
Kampong Chhnang,Akphivoadth,284,277,40,41,32,21,41,31,30,30,11,17
Kampong Chhnang,Akphivoadth,424,344,56,56,40,29,61,56,48,43,15,30
Kampong Chhnang,Akphivoadth,123,108,13,24,8,6,16,23,8,13,6,8
Kampong Chhnang,Chieb,368,383,52,42,32,37,44,51,37,30,10,3
Kampong Chhnang,Chieb,551,478,45,43,47,51,33,57,67,63,61,61
Kampong Chhnang,Chieb,165,274,49,19,8,3,24,21,11,6,2,5
Kampong Chhnang,Chieb,186,166,8,20,20,30,12,18,33,38,42,52
Kampong Chhnang,Chieb,228,180,42,27,16,15,37,35,17,27,8,11
Kampong Chhnang,Chieb,351,238,30,58,24,28,31,125,27,39,16,24
Kampong Chhnang,Chieb,268,276,47,30,40,17,35,28,35,30,13,23
Kampong Chhnang,Chieb,296,265,36,35,36,37,43,51,37,34,12,15
Kampong Chhnang,Chieb,284,250,41,35,31,16,51,36,29,25,14,17
Kampong Chhnang,Chieb,329,314,44,85,31,18,49,32,38,19,9,8
Kampong Chhnang,Chieb,448,378,45,50,46,40,50,60,70,48,45,14
Kampong Chhnang,Chaong Maong,689,632,96,63,62,54,87,96,121,106,53,22
Kampong Chhnang,Chaong Maong,368,345,30,31,40,20,55,22,35,43,10,32
Kampong Chhnang,Chaong Maong,321,278,24,20,48,25,47,53,53,18,15,23
Kampong Chhnang,Chaong Maong,307,280,48,37,42,20,33,37,45,25,13,22
Kampong Chhnang,Chaong Maong,346,340,61,25,28,35,41,29,31,43,48,83
Kampong Chhnang,Chaong Maong,347,326,64,47,49,18,67,47,30,51,14,15
Kampong Chhnang,Chaong Maong,362,616,108,60,69,80,37,38,41,40,89,41
Kampong Chhnang,Chaong Maong,395,331,49,42,46,31,50,53,53,42,8,21
Kampong Chhnang,Kbal Tuek,487,401,48,58,51,43,73,66,53,59,15,11
Kampong Chhnang,Kbal Tuek,109,88,23,5,3,8,15,15,12,16,3,2
Kampong Chhnang,Kbal Tuek,113,88,12,15,10,8,12,13,15,15,3,15
Kampong Chhnang,Kbal Tuek,260,243,36,40,25,26,25,42,38,46,17,15
Kampong Chhnang,Kbal Tuek,80,50,5,6,7,6,8,10,12,13,2,4
Kampong Chhnang,Kbal Tuek,204,213,13,34,31,39,28,35,37,25,4,16
Kampong Chhnang,Kbal Tuek,176,125,9,14,20,8,11,19,21,23,9,28
Kampong Chhnang,Kbal Tuek,479,493,48,77,64,98,49,81,67,112,16,28
Kampong Chhnang,Kbal Tuek,448,436,30,37,20,40,35,45,50,35,35,40
Kampong Chhnang,Kbal Tuek,197,153,9,7,11,39,13,11,31,35,5,11
Kampong Chhnang,Khlong Popok,623,595,73,64,74,46,82,110,69,73,45,43
Kampong Chhnang,Khlong Popok,264,248,27,22,21,29,26,30,31,42,42,44
Kampong Chhnang,Khlong Popok,404,359,22,16,45,92,21,18,61,95,59,66
Kampong Chhnang,Khlong Popok,267,248,41,38,24,18,34,35,39,36,10,16
Kampong Chhnang,Khlong Popok,545,480,70,71,45,43,73,80,68,72,26,37
Kampong Chhnang,Khlong Popok,456,458,68,53,47,42,59,61,57,54,61,41
Kampong Chhnang,Khlong Popok,354,315,32,33,30,27,35,26,39,46,53,47
Kampong Chhnang,Krang Skear,531,510,67,76,45,48,74,62,57,55,28,23
Kampong Chhnang,Krang Skear,392,372,14,40,44,52,32,38,53,43,6,19
Kampong Chhnang,Krang Skear,724,579,92,69,65,51,107,79,71,88,16,18
Kampong Chhnang,Krang Skear,471,391,56,51,42,31,82,55,51,53,13,21
Kampong Chhnang,Krang Skear,379,307,26,25,50,39,50,58,50,44,18,33
Kampong Chhnang,Krang Skear,418,422,55,80,65,62,46,76,64,60,11,11
Kampong Chhnang,Krang Skear,676,509,86,76,61,40,111,56,68,88,8,12
Kampong Chhnang,Krang Skear,743,495,69,61,59,36,103,88,80,113,20,29
Kampong Chhnang,Krang Skear,387,327,29,41,49,43,48,47,46,56,17,31
Kampong Chhnang,Krang Skear,507,492,85,100,50,42,95,60,46,45,10,18
Kampong Chhnang,Krang Skear,563,580,90,85,65,50,63,88,61,43,20,36
Kampong Chhnang,Krang Skear,393,396,75,55,49,40,68,58,42,38,18,20
Kampong Chhnang,Krang Skear,502,476,55,52,43,90,98,99,49,14,35,21
Kampong Chhnang,Tang Krasang,478,430,91,58,44,41,93,75,65,66,18,41
Kampong Chhnang,Tang Krasang,561,515,89,74,62,42,87,86,68,78,25,30
Kampong Chhnang,Tang Krasang,295,296,45,54,42,20,46,54,39,45,18,28
Kampong Chhnang,Tang Krasang,293,242,40,18,34,10,41,35,38,30,16,29
Kampong Chhnang,Tang Krasang,557,469,77,79,39,35,72,85,49,70,27,66
Kampong Chhnang,Tang Krasang,555,457,74,73,44,36,74,39,45,18,27,80
Kampong Chhnang,Tang Krasang,551,531,57,53,100,98,51,39,107,104,11,28
Kampong Chhnang,Tang Krasang,303,270,45,33,40,13,40,44,48,37,29,29
Kampong Chhnang,Tang Krasang,536,485,71,73,44,45,77,83,52,55,18,21
Kampong Chhnang,Tang Krasang,275,246,29,42,32,14,31,49,40,30,20,31
Kampong Chhnang,Tang Krasang,145,177,36,20,20,16,21,24,21,14,3,15
Kampong Chhnang,Tang Krasang,267,215,27,36,37,16,37,33,38,27,9,18
Kampong Chhnang,Toul Khpos,476,451,56,73,43,26,53,98,56,45,8,10
Kampong Chhnang,Toul Khpos,374,316,26,51,39,35,17,70,56,34,35,58
Kampong Chhnang,Toul Khpos,144,135,27,21,14,8,20,22,13,14,10,12
Kampong Chhnang,Toul Khpos,246,198,28,14,34,14,29,8,33,27,13,14
Kampong Chhnang,Toul Khpos,400,381,59,38,39,43,73,49,38,45,13,19
Kampong Chhnang,Toul Khpos,224,241,24,36,30,23,23,38,27,25,10,12
Kampong Chhnang,Toul Khpos,315,309,47,36,24,27,49,33,33,34,7,10
Kampong Speu,Basedth,216,206,34,37,22,45,31,50,20,38,4,12
Kampong Speu,Basedth,359,344,24,24,47,55,21,19,42,49,71,95
Kampong Speu,Basedth,310,248,32,36,26,24,32,29,42,43,32,51
Kampong Speu,Basedth,293,252,41,42,31,14,56,47,41,28,12,22
Kampong Speu,Basedth,171,130,17,25,23,17,24,32,23,19,4,8
Kampong Speu,Basedth,403,376,41,59,52,11,65,59,52,23,16,17
Kampong Speu,Basedth,207,168,36,31,17,15,41,47,20,16,8,22
Kampong Speu,Basedth,260,238,38,35,25,15,43,40,33,30,19,23
Kampong Speu,Basedth,326,303,56,47,38,36,65,64,37,45,15,28
Kampong Speu,Basedth,189,168,33,32,23,17,31,32,28,24,8,16
Kampong Speu,Basedth,281,300,41,72,20,30,30,70,25,28,11,13
Kampong Speu,Basedth,344,362,32,48,55,64,35,49,53,57,67,60
Kampong Speu,Basedth,302,248,25,52,58,36,26,34,53,55,12,13
Kampong Speu,Basedth,325,312,31,45,53,34,28,38,43,48,31,32
Kampong Speu,Basedth,424,408,63,67,56,39,81,64,58,50,21,45
Kampong Speu,Basedth,268,239,52,34,21,19,45,45,31,33,11,18
Kampong Speu,Basedth,249,220,37,40,20,24,43,34,27,30,13,17
Kampong Speu,Basedth,252,230,48,56,25,19,51,64,30,18,8,9
Kampong Speu,Basedth,357,341,68,74,18,39,66,66,35,44,9,30
Kampong Speu,Basedth,197,164,17,19,13,15,22,20,23,23,17,20
Kampong Speu,Basedth,287,258,40,43,32,32,37,38,38,35,11,20
Kampong Speu,Basedth,251,221,43,27,21,12,46,28,28,27,11,25
Kampong Speu,Kat Phluk,330,326,62,57,35,22,58,60,39,26,14,15
Kampong Speu,Kat Phluk,534,517,69,96,63,30,83,95,68,35,31,36
Kampong Speu,Kat Phluk,446,463,84,61,45,47,85,72,49,46,20,29
Kampong Speu,Kat Phluk,357,329,49,56,22,17,60,57,32,25,14,27
Kampong Speu,Kat Phluk,609,516,132,40,52,12,14,167,51,50,28,15
Kampong Speu,Kat Phluk,101,108,24,17,11,4,18,15,11,6,7,10
Kampong Speu,Kat Phluk,162,152,21,25,21,21,26,25,17,21,6,14
Kampong Speu,Kat Phluk,426,484,36,57,79,53,45,32,69,87,36,52
Kampong Speu,Kat Phluk,433,376,33,98,48,15,37,101,50,17,22,26
Kampong Speu,Kat Phluk,371,350,32,46,32,34,47,39,43,28,27,17
Kampong Speu,Kat Phluk,549,487,41,40,44,38,65,43,33,45,22,35
Kampong Speu,Nitean,322,357,56,51,41,24,42,54,33,34,19,18
Kampong Speu,Nitean,407,352,63,58,42,26,56,78,52,34,22,39
Kampong Speu,Nitean,575,552,77,49,33,42,93,59,61,34,48,26
Kampong Speu,Nitean,293,285,39,42,23,31,26,42,45,53,18,20
Kampong Speu,Nitean,175,141,18,27,11,18,20,37,15,23,5,8
Kampong Speu,Nitean,282,263,33,47,27,24,33,45,32,33,9,32
Kampong Speu,Nitean,198,186,37,38,12,19,36,33,28,23,6,18
Kampong Speu,Nitean,218,213,32,29,31,17,37,33,38,29,10,11
Kampong Speu,Nitean,235,226,29,28,26,19,22,28,26,24,19,26
Kampong Speu,Nitean,258,229,27,34,23,12,37,30,36,26,13,19
Kampong Speu,Nitean,261,209,46,30,23,9,43,41,26,35,13,16
