,(Intercept),agr_gdp,dev_agri,dev_env,fdi,for_rem,gdp,gdp_gr,ind_gdp,pop_den,time,df,logLik,AICc,delta,weight
469,-7741.113439,NA,NA,-3.587662763,NA,0.105175353,NA,46.57076529,177.4807285,-1027.944131,NA,7,-140.0554913,303.4443159,106.565664,2.05E-24
345,-7281.281821,NA,NA,NA,-0.809039112,0.101559236,NA,59.72758036,NA,-967.701607,NA,6,-142.4968572,303.4552529,106.5766009,2.04E-24
404,-7295.956814,-113.7465077,0.440532888,NA,NA,0.099353555,NA,NA,130.475034,-1036.554137,NA,7,-140.0645199,303.4623731,106.5837212,2.03E-24
86,-5490.649599,-137.586527,NA,-0.950175934,NA,0.065691804,NA,34.33754021,NA,NA,NA,6,-142.5591349,303.5798083,106.7011563,1.92E-24
687,928.1787408,NA,0.095816343,0.401787354,0.082114042,NA,-8.571813918,NA,61.73947102,NA,1.093802129,8,-137.3054805,303.7018701,106.8232181,1.81E-24
623,1004.690293,NA,-0.018831281,0.972321244,-0.179152602,NA,-8.686706601,16.61961982,NA,NA,1.105488249,8,-137.3618282,303.8145655,106.9359136,1.71E-24
405,-7533.184408,NA,NA,-2.385222303,NA,0.102218119,NA,NA,195.2148823,-994.0933101,NA,6,-142.6956279,303.8527943,106.9741423,1.67E-24
473,-7480.917097,NA,NA,NA,-0.328928103,0.102887862,NA,48.44747935,151.5979091,-1033.947409,NA,7,-140.2827607,303.8988547,107.0202027,1.64E-24
19,-5948.409966,NA,0.360728355,NA,NA,0.072312715,NA,NA,NA,NA,NA,4,-146.61732,303.9013067,107.0226548,1.63E-24
85,-6082.08143,NA,NA,-2.941003137,NA,0.07387356,NA,52.0572163,NA,NA,NA,5,-144.8250299,303.935774,107.057122,1.61E-24
25,-5526.921381,NA,NA,NA,-0.443897937,0.068146072,NA,NA,NA,NA,NA,4,-146.6390626,303.9447919,107.06614,1.60E-24
83,-6050.35824,NA,0.162372243,NA,NA,0.073457502,NA,47.03242426,NA,NA,NA,5,-144.9499211,304.1855566,107.3069046,1.42E-24
433,-7327.404663,NA,NA,NA,NA,0.099897657,-0.572773759,NA,196.4712012,-977.2471506,NA,6,-142.8651921,304.1919226,107.3132707,1.41E-24
498,-5270.390624,-127.4422028,NA,NA,NA,0.082678803,-8.694422821,51.3544324,124.6773163,-1181.076723,NA,8,-137.5564299,304.203769,107.325117,1.40E-24
409,-7473.7914,NA,NA,NA,-0.003488169,0.101183723,NA,NA,193.7039535,-969.3101944,NA,6,-142.8728506,304.2072396,107.3285876,1.40E-24
49,-6987.139454,NA,NA,NA,NA,0.082237298,3.643012246,NA,NA,NA,NA,4,-146.7877504,304.2421674,107.3635154,1.38E-24
178,-4457.09965,-135.1011443,NA,NA,NA,0.054604912,-2.621106184,NA,93.69682488,NA,NA,6,-142.9048112,304.2711609,107.3925089,1.36E-24
113,-5633.492171,NA,NA,NA,NA,0.069545746,-1.588152514,53.54730528,NA,NA,NA,5,-144.9990864,304.283887,107.4052351,1.35E-24
654,711.340283,-49.18775645,NA,3.57395168,-0.531326228,NA,NA,NA,-45.61039835,NA,1.099278167,7,-140.5609634,304.4552601,107.5766081,1.24E-24
225,1012.672374,NA,NA,NA,NA,NA,-13.66151297,70.76085529,224.9410146,NA,NA,5,-145.0937211,304.4731565,107.5945046,1.23E-24
340,-7395.354525,-157.2327245,0.204316167,NA,NA,0.100102456,NA,29.13399323,NA,-967.2657889,NA,7,-140.5790908,304.491515,107.612863,1.22E-24
150,-5249.647081,-119.0493014,NA,-0.384733338,NA,0.062422765,NA,NA,94.11439689,NA,NA,6,-143.0418042,304.545147,107.666495,1.18E-24
28,-5076.486067,-161.1046857,0.332704091,NA,-0.225752385,0.061040044,NA,NA,NA,NA,NA,6,-143.0444648,304.5504681,107.6718162,1.18E-24
154,-5241.062813,-120.6233991,NA,NA,-0.0051102,0.062321264,NA,NA,92.51880926,NA,NA,6,-143.0460601,304.5536586,107.6750066,1.18E-24
590,676.8953289,-33.99815138,NA,2.854154954,-0.351407732,NA,NA,-8.409375024,NA,NA,1.11249997,7,-140.61966,304.5726534,107.6940014,1.17E-24
52,-4539.010028,-181.1144175,0.326853444,NA,NA,0.055692847,-2.469171486,NA,NA,NA,NA,6,-143.0569873,304.5755131,107.6968611,1.17E-24
21,-5980.94434,NA,NA,-1.59310597,NA,0.072721147,NA,NA,NA,NA,NA,4,-146.9637065,304.5940797,107.7154278,1.16E-24
528,684.4066423,-33.14797234,0.08641469,2.922780611,-0.416063968,NA,NA,NA,NA,NA,1.061684331,7,-140.6457089,304.6247512,107.7460993,1.14E-24
434,-6212.696189,-153.0116055,NA,NA,NA,0.089894169,-4.175638443,NA,107.5375542,-1103.896248,NA,7,-140.6837104,304.7007542,107.8221022,1.10E-24
591,715.9604081,NA,0.095063082,2.850842219,-0.379053717,NA,NA,-8.54181505,NA,NA,1.169095372,7,-140.7197659,304.7728651,107.8942131,1.06E-24
24,-5270.735773,-168.7744528,0.336719222,0.792345157,NA,0.062841376,NA,NA,NA,NA,NA,6,-143.1624267,304.7863919,107.90774,1.05E-24
226,943.4374046,-156.1411039,NA,NA,NA,NA,-14.35348414,58.60621687,119.7047288,NA,NA,6,-143.166584,304.7947065,107.9160545,1.05E-24
342,-7475.698306,-150.9780719,NA,-1.345495478,NA,0.101272331,NA,34.47506213,NA,-979.4768137,NA,7,-140.7321066,304.7975465,107.9188945,1.04E-24
717,731.0625911,NA,NA,2.88687919,-0.416901355,NA,NA,-6.992411054,-14.59391749,NA,1.191921706,7,-140.7486748,304.830683,107.9520311,1.03E-24
655,732.0230324,NA,0.059424087,2.85408534,-0.455420422,NA,NA,NA,-10.19722817,NA,1.14411797,7,-140.7768383,304.88701,108.008358,9.98E-25
155,-5539.488327,NA,0.523573868,NA,0.142692308,0.065889515,NA,NA,203.8339632,NA,NA,6,-143.2238635,304.9092655,108.0306136,9.87E-25
151,-5428.633238,NA,0.505642309,-1.073690316,NA,0.064928897,NA,NA,193.2033274,NA,NA,6,-143.2335086,304.9285556,108.0499036,9.78E-25
242,-3465.500736,-110.1292722,NA,NA,NA,0.045590017,-6.727058964,47.81275158,108.753579,NA,NA,7,-140.8312958,304.995925,108.117273,9.45E-25
179,-5449.798413,NA,0.516343997,NA,NA,0.065106618,0.088890258,NA,192.8152299,NA,NA,6,-143.2672997,304.9961379,108.1174859,9.45E-25
588,675.991423,-31.46544535,0.075943477,NA,-0.239154537,NA,NA,-8.451230539,NA,NA,1.110178479,7,-140.8474155,305.0281643,108.1495123,9.30E-25
714,687.9569564,-36.05009505,NA,NA,-0.276725517,NA,NA,-7.36150809,-17.05520265,NA,1.127078826,7,-140.8566692,305.0466717,108.1680197,9.22E-25
584,639.5606804,-41.74836187,0.111442446,1.976367683,NA,NA,NA,-16.63905204,NA,NA,1.159070974,7,-140.8813911,305.0961155,108.2174635,8.99E-25
652,692.8148876,-33.04182773,0.037865502,NA,-0.319809878,NA,NA,NA,-12.89418232,NA,1.086327386,7,-140.8990325,305.1313984,108.2527464,8.83E-25
710,645.1641091,-40.76310194,NA,1.785902582,NA,NA,NA,-14.89717272,-4.471896748,NA,1.172608441,7,-140.940476,305.2142852,108.3356333,8.47E-25
715,705.3132777,NA,0.068698923,NA,-0.249438044,NA,NA,-7.112758888,7.701675653,NA,1.156876634,7,-140.9645867,305.2625067,108.3838547,8.27E-25
708,646.3580352,-32.99174851,0.09215651,NA,NA,NA,NA,-13.36909076,9.345626724,NA,1.141424326,7,-141.0080295,305.3493923,108.4707403,7.92E-25
58,-4520.789484,-176.0966036,NA,NA,-0.1745046,0.055576077,-2.06041724,NA,NA,NA,NA,6,-143.4479833,305.3575052,108.4788532,7.89E-25
711,667.2914976,NA,0.11326734,1.490977705,NA,NA,NA,-14.11401254,24.31354089,NA,1.193591062,7,-141.039046,305.4114254,108.5327734,7.68E-25
30,-5030.483585,-164.8280493,NA,1.379245159,-0.276359255,0.060532665,NA,NA,NA,NA,NA,6,-143.4815452,305.4246289,108.545977,7.63E-25
410,-7254.671356,-131.5172166,NA,NA,-0.11769067,0.099294234,NA,NA,95.56541673,-1047.754134,NA,7,-141.0783933,305.49012,108.611468,7.38E-25
54,-4520.228782,-184.5805775,NA,0.452448534,NA,0.055495961,-2.56904563,NA,NA,NA,NA,6,-143.5163314,305.4942013,108.6155494,7.37E-25
406,-7347.941598,-125.7877495,NA,-0.901145605,NA,0.100052989,NA,NA,108.2824481,-1039.097728,NA,7,-141.0856334,305.5046002,108.6259482,7.33E-25
648,645.8375816,-31.38760637,0.066291626,1.221174159,NA,NA,NA,NA,12.49487012,NA,1.092968855,7,-141.1297005,305.5927343,108.7140823,7.01E-25
284,-7059.136783,-173.2688532,0.327946969,NA,-0.343568824,0.097491522,NA,NA,NA,-1033.803247,NA,7,-141.1333149,305.5999631,108.7213112,6.99E-25
308,-6200.626922,-204.7010437,0.318882914,NA,NA,0.089019513,-3.919153746,NA,NA,-1037.744461,NA,7,-141.1388467,305.6110268,108.7323748,6.95E-25
162,789.7542846,-199.853693,NA,NA,NA,NA,-11.02031591,NA,103.1649926,NA,NA,5,-145.6889056,305.6635256,108.7848736,6.77E-25
281,-7198.804918,NA,NA,NA,-0.555851249,0.098826666,NA,NA,NA,-858.2532759,NA,5,-145.7538292,305.7933727,108.9147208,6.34E-25
2,482.9662596,-215.1704659,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-149.1499108,305.7998215,108.9211696,6.32E-25
106,992.6744506,-200.6156831,NA,NA,-0.420241982,NA,-13.38673025,60.52154713,NA,NA,NA,6,-143.7330732,305.9276848,109.0490329,5.93E-25
212,-5371.157681,-79.51631434,0.315893379,NA,NA,0.063990846,NA,29.91662802,119.5329352,NA,NA,7,-141.3022736,305.9378804,109.0592285,5.90E-25
378,-5285.950161,-170.5906237,NA,NA,-0.488621528,0.083460138,-7.473288797,53.7823819,NA,-1184.784896,NA,8,-138.424259,305.939427,109.0607751,5.90E-25
36,814.8753662,-252.2688717,0.327118762,NA,NA,NA,-11.04351047,NA,NA,NA,NA,5,-145.9055478,306.0968098,109.2181578,5.45E-25
341,-7797.163222,NA,NA,-3.43563316,NA,0.10441742,NA,53.62082189,NA,-822.4182274,NA,6,-143.8244938,306.110526,109.2318741,5.41E-25
275,-7477.905308,NA,0.35800238,NA,NA,0.09956946,NA,NA,NA,-735.310622,NA,5,-145.9546871,306.1950885,109.3164365,5.19E-25
314,-6245.478518,-196.598571,NA,NA,-0.272652852,0.090293043,-3.309064602,NA,NA,-1083.201011,NA,7,-141.4567717,306.2468768,109.3682248,5.06E-25
122,-3495.681121,-150.5613674,NA,NA,-0.363536139,0.046352609,-5.760449101,49.1698548,NA,NA,NA,7,-141.4574559,306.2482452,109.3695933,5.05E-25
407,-7463.560594,NA,0.510902651,-1.641432483,NA,0.101366959,NA,NA,211.5484849,-1001.071556,NA,7,-141.4644633,306.2622599,109.383608,5.02E-25
91,-5394.869655,NA,0.139334429,NA,-0.663959158,0.066923406,NA,54.35624175,NA,NA,NA,6,-143.9260007,306.3135399,109.4348879,4.89E-25
280,-7231.657196,-182.1540521,0.32646331,0.391596438,NA,0.097988741,NA,NA,NA,-967.5976663,NA,7,-141.4974643,306.3282619,109.4496099,4.86E-25
121,-5035.64502,NA,NA,NA,-0.667954503,0.063550417,-1.353844961,59.96771773,NA,NA,NA,6,-143.9664548,306.3944481,109.5157961,4.70E-25
435,-7173.423824,NA,0.531277779,NA,NA,0.098469973,-0.959824761,NA,215.5696462,-998.3607085,NA,7,-141.5338243,306.4009819,109.52233,4.68E-25
243,-4346.516223,NA,0.315906958,NA,NA,0.054892648,-4.313883695,46.46265093,185.8672506,NA,NA,7,-141.5440971,306.4215275,109.5428756,4.63E-25
411,-7447.634665,NA,0.529755823,NA,0.046412141,0.100760677,NA,NA,214.5748759,-978.1661381,NA,7,-141.5529948,306.439323,109.5606711,4.59E-25
93,-5420.491859,NA,NA,-0.373764681,-0.655026522,0.067211749,NA,56.98825533,NA,NA,NA,6,-143.9959745,306.4534875,109.5748356,4.56E-25
369,-7105.401607,NA,NA,NA,NA,0.097620681,-2.401738377,56.60836279,NA,-813.6369839,NA,6,-144.0438382,306.5492148,109.6705628,4.35E-25
339,-7679.405464,NA,0.154051627,NA,NA,0.102469967,NA,48.31808273,NA,-781.8307908,NA,6,-144.0561271,306.5737926,109.6951406,4.29E-25
245,-4196.392919,NA,NA,-3.302017714,NA,0.053756443,-5.143202736,56.77534329,176.0908705,NA,NA,7,-141.6211005,306.5755344,109.6968825,4.29E-25
872,253.9777568,-43.47987104,0.031098858,1.207757677,NA,NA,-6.454474611,5.445693952,NA,454.3467569,1.059037039,9,-135.2906549,306.5813099,109.7026579,4.28E-25
878,253.9499467,-43.05425011,NA,1.090341858,0.014927421,NA,-6.511612522,5.922248811,NA,455.5549172,1.062810977,9,-135.2978984,306.5957969,109.7171449,4.25E-25
998,263.2779961,-42.42638707,NA,1.116227682,NA,NA,-6.543416695,6.388793511,2.02185822,449.6707066,1.057435968,9,-135.2983052,306.5966104,109.7179584,4.25E-25
218,-5243.520456,-86.28584152,NA,NA,-0.231256754,0.063066763,NA,38.5612205,84.29541163,NA,NA,7,-141.6369228,306.607179,109.7285271,4.22E-25
286,-7019.98213,-177.096015,NA,1.440785905,-0.397599695,0.097137299,NA,NA,NA,-1039.233531,NA,7,-141.6389819,306.6112971,109.7326452,4.21E-25
214,-5457.796793,-75.65096942,NA,-1.86389914,NA,0.065132125,NA,37.72232211,109.526552,NA,NA,7,-141.6486684,306.6306702,109.7520182,4.17E-25
100,960.0087114,-221.8781984,0.106163223,NA,NA,NA,-14.1372137,53.46198058,NA,NA,NA,6,-144.0855116,306.6325616,109.7539096,4.17E-25
816,194.7741827,-41.54183036,0.046199594,1.276749436,0.035862775,NA,-5.991412644,NA,NA,485.1608551,1.087021288,9,-135.3206129,306.6412257,109.7625737,4.15E-25
936,201.5513466,-41.51049497,0.048145146,1.420957411,NA,NA,-5.926153734,NA,-0.896842692,480.9763681,1.08446626,9,-135.3261216,306.6522432,109.7735913,4.13E-25
305,-8336.546359,NA,NA,NA,NA,0.107322013,3.194853173,NA,NA,-708.6642387,NA,5,-146.1881343,306.6619828,109.7833309,4.11E-25
42,822.3851008,-246.4093758,NA,NA,-0.190923254,NA,-10.5709896,NA,NA,NA,NA,5,-146.1904536,306.6666215,109.7879695,4.10E-25
354,1118.049722,-227.0056604,NA,NA,NA,NA,-14.97920318,56.75571329,NA,-100.0408942,NA,6,-144.1029823,306.6675031,109.7888511,4.10E-25
1002,264.6911827,-38.15778896,NA,NA,0.088076734,NA,-6.832421134,7.336540379,14.02571535,448.7831287,1.049577147,9,-135.3389428,306.6778856,109.7992336,4.08E-25
310,-6204.481197,-207.3336849,NA,0.124016839,NA,0.089163506,-3.996638413,NA,NA,-1043.766021,NA,7,-141.6726972,306.6787277,109.8000758,4.08E-25
942,190.8373475,-40.46515667,NA,1.183933476,0.043041865,NA,-5.98046843,NA,-0.217911303,488.6034364,1.095103117,9,-135.3397631,306.6795262,109.8008743,4.07E-25
102,970.6750081,-219.5504221,NA,-0.572562564,NA,NA,-14.31552715,56.44262655,NA,NA,NA,6,-144.1182626,306.6980636,109.8194116,4.04E-25
27,-5492.560183,NA,0.366058363,NA,-0.450822089,0.067755084,NA,NA,NA,NA,NA,5,-146.212275,306.7102642,109.8316122,4.01E-25
876,249.829332,-41.98344984,0.013451081,NA,0.060987975,NA,-6.609295847,6.375909622,NA,460.8356995,1.062254498,9,-135.359248,306.7184959,109.8398439,3.99E-25
38,811.4160853,-257.4568268,NA,1.342304132,NA,NA,-11.1310344,NA,NA,NA,NA,5,-146.2188894,306.7234931,109.8448412,3.98E-25
996,290.0227941,-39.11659641,0.021084133,NA,NA,NA,-6.75350481,8.377041894,9.131110876,435.495598,1.037845114,9,-135.3665552,306.7331104,109.8544584,3.97E-25
116,-3693.866734,-167.3976399,0.156323981,NA,NA,0.048066819,-6.031429249,41.26977383,NA,NA,NA,7,-141.7141347,306.7616028,109.8829509,3.91E-25
258,-389.8842889,-187.3731471,NA,NA,NA,NA,NA,NA,NA,673.6847326,NA,4,-148.0494921,306.7656509,109.8869989,3.90E-25
157,-5729.610016,NA,NA,-2.922306095,0.263496744,0.068004887,NA,NA,196.7781762,NA,NA,6,-144.152499,306.7665365,109.8878845,3.90E-25
940,188.7114235,-35.61964031,0.046402313,NA,0.126070667,NA,-6.199624729,NA,14.36068949,487.716895,1.081993264,9,-135.3841106,306.7682212,109.8895693,3.90E-25
290,702.9002745,-249.6162618,NA,NA,NA,NA,-10.61969942,NA,NA,76.38869015,NA,5,-146.246424,306.7785623,109.8999103,3.88E-25
501,-6042.65109,NA,NA,-4.101470809,NA,0.090744937,-6.834135964,61.84390933,201.8052203,-1140.466383,NA,8,-138.8630819,306.8170729,109.9384209,3.80E-25
215,-5576.852488,NA,0.310974462,-2.34763496,NA,0.066791939,NA,38.93469348,171.687823,NA,NA,7,-141.7498908,306.8331149,109.9544629,3.77E-25
277,-7560.62758,NA,NA,-2.012139575,NA,0.100871676,NA,NA,NA,-758.8358031,NA,5,-146.285212,306.8561383,109.9774863,3.73E-25
57,-6665.092723,NA,NA,NA,-0.493895631,0.078929457,4.280042775,NA,NA,NA,NA,5,-146.315342,306.9163983,110.0377464,3.62E-25
118,-3637.003921,-164.0446817,NA,-0.979538627,NA,0.047651219,-6.369977889,45.91697278,NA,NA,NA,7,-141.7954055,306.9241444,110.0454924,3.60E-25
181,-5633.569256,NA,NA,-1.810010309,NA,0.067203274,0.422552815,NA,175.4136016,NA,NA,6,-144.2511518,306.963842,110.08519,3.53E-25
468,-7452.813049,-88.15459548,0.321393459,NA,NA,0.101347978,NA,29.76773661,132.3577872,-1034.244035,NA,8,-138.9404694,306.9718478,110.0931959,3.52E-25
51,-6955.733023,NA,0.359802111,NA,NA,0.081878913,3.626779771,NA,NA,NA,NA,5,-146.3818467,307.0494077,110.1707557,3.39E-25
1005,142.6603133,NA,NA,0.520509723,0.074293093,NA,-5.724040193,5.16601603,22.54338754,537.2670977,1.119532738,9,-135.533009,307.0660181,110.1873661,3.36E-25
1003,149.5780852,NA,0.036233321,NA,0.111866984,NA,-5.891075798,5.234344444,29.60878312,530.62148,1.106743958,9,-135.5346291,307.0692583,110.1906063,3.35E-25
999,149.8831071,NA,0.035787295,0.879352613,NA,NA,-5.533784643,5.006886982,18.28333042,533.4711301,1.115049771,9,-135.5396951,307.0793901,110.2007382,3.34E-25
943,94.80363993,NA,0.050623016,0.71433394,0.090315291,NA,-5.295559658,NA,22.26181429,560.0973408,1.137231719,9,-135.5419835,307.0839669,110.2053149,3.33E-25
161,840.5235353,NA,NA,NA,NA,NA,-9.140678011,NA,241.5043757,NA,NA,4,-148.2139662,307.0945991,110.2159471,3.31E-25
185,-5634.640763,NA,NA,NA,0.08652294,0.067128554,0.197809233,NA,182.0451125,NA,NA,6,-144.3262253,307.113989,110.2353371,3.28E-25
219,-5460.476691,NA,0.330257433,NA,-0.130167207,0.06568025,NA,38.62118826,162.1335342,NA,NA,7,-141.8938623,307.1210579,110.2424059,3.27E-25
499,-6124.49169,NA,0.314351595,NA,NA,0.090298002,-5.846510688,50.59098672,210.0159587,-1086.622318,NA,8,-139.027241,307.1453911,110.2667392,3.23E-25
879,96.29420109,NA,0.018768775,0.991433339,0.009371128,NA,-5.104852278,2.958008473,NA,572.2722604,1.154218928,9,-135.5813442,307.1626885,110.2840365,3.20E-25
92,-5101.288122,-126.4975691,0.189999917,NA,-0.414987776,0.061932755,NA,35.930562,NA,NA,NA,7,-141.9308359,307.1950051,110.3163532,3.15E-25
249,-4248.367249,NA,NA,NA,-0.131209421,0.054253972,-4.542901367,54.84359391,163.6823296,NA,NA,7,-141.9514096,307.2361525,110.3575006,3.08E-25
474,-7319.610393,-96.08638314,NA,NA,-0.356747731,0.10121617,NA,40.16796127,87.09375254,-1080.212203,NA,8,-139.1737847,307.4384784,110.5598265,2.79E-25
180,-4437.087091,-119.5407477,0.434056902,NA,NA,0.054309469,-2.566392558,NA,118.2470817,NA,NA,7,-142.0614183,307.4561698,110.5775179,2.76E-25
372,-5386.433757,-191.2819389,0.133825673,NA,NA,0.08278227,-7.862562911,44.66889851,NA,-1100.547549,NA,8,-139.1840001,307.4589094,110.5802574,2.76E-25
129,545.9564881,NA,NA,NA,NA,NA,NA,NA,220.8372922,NA,NA,3,-149.9842655,307.468531,110.589879,2.75E-25
23,-5952.959971,NA,0.34975585,-1.06735259,NA,0.072384008,NA,NA,NA,NA,NA,5,-146.5933167,307.4723476,110.5936957,2.74E-25
374,-5374.29913,-186.8667043,NA,-1.439067711,NA,0.08311754,-8.184988945,49.37327298,NA,-1117.838519,NA,8,-139.2036672,307.4982435,110.6195915,2.71E-25
94,-5083.014001,-125.054975,NA,0.659321339,-0.456925769,0.06178994,NA,39.39120709,NA,NA,NA,7,-142.0834903,307.5003139,110.621662,2.70E-25
29,-5512.906337,NA,NA,0.286185076,-0.456780661,0.067999431,NA,NA,NA,NA,NA,5,-146.6376392,307.5609927,110.6823408,2.62E-25
221,-5609.843828,NA,NA,-2.782188534,-0.046878243,0.067369504,NA,45.88688839,155.594266,NA,NA,7,-142.1604006,307.6541346,110.7754827,2.50E-25
470,-7583.843231,-81.7798545,NA,-2.409781613,NA,0.103243816,NA,38.3204151,124.1040671,-1051.206458,NA,8,-139.3043186,307.6995464,110.8208944,2.45E-25
156,-5251.650729,-104.1665088,0.438858651,NA,0.050272796,0.062295648,NA,NA,122.1154239,NA,NA,7,-142.2028551,307.7390434,110.8603915,2.40E-25
152,-5207.78101,-105.545707,0.436307502,0.091787775,NA,0.061887239,NA,NA,117.3750919,NA,NA,7,-142.2084863,307.7503059,110.8716539,2.38E-25
53,-6990.649154,NA,NA,-1.579321303,NA,0.08230947,3.635778438,NA,NA,NA,NA,5,-146.7352006,307.7561154,110.8774634,2.38E-25
10,549.8530402,-196.3411449,NA,NA,-0.581110344,NA,NA,NA,NA,NA,NA,4,-148.6156602,307.897987,111.0193351,2.22E-25
229,1028.155105,NA,NA,-3.733923833,NA,NA,-13.92587233,74.11332951,225.6520071,NA,NA,6,-144.7491994,307.9599374,111.0812854,2.15E-25
505,-6046.03222,NA,NA,NA,-0.234088698,0.090364162,-5.915017203,60.02495047,179.7637746,-1113.45433,NA,8,-139.4407091,307.9723272,111.0936753,2.13E-25
117,-5565.479533,NA,NA,-3.063391295,NA,0.068984236,-1.891326857,56.50703408,NA,NA,NA,6,-144.7665708,307.99468,111.1160281,2.11E-25
87,-6067.641289,NA,0.12339382,-2.694647588,NA,0.073702576,NA,49.70635925,NA,NA,NA,6,-144.7737109,308.0089603,111.1303083,2.10E-25
130,457.7230829,-158.3743167,NA,NA,NA,NA,NA,NA,107.84226,NA,NA,4,-148.6865373,308.0397414,111.1610894,2.06E-25
227,988.3241115,NA,0.295356292,NA,NA,NA,-13.27766794,64.22581884,235.6470244,NA,NA,6,-144.8111463,308.083831,111.2051791,2.02E-25
88,-5451.794676,-141.1237822,0.202090579,-0.495519638,NA,0.065201424,NA,30.03181857,NA,NA,NA,7,-142.3871281,308.1075895,111.2289375,1.99E-25
377,-6709.196426,NA,NA,NA,-0.806847885,0.096595945,-2.298879535,65.04170286,NA,-993.818551,NA,7,-142.3881563,308.1096458,111.2309939,1.99E-25
385,-416.3251846,NA,NA,NA,NA,NA,NA,NA,189.6348881,735.8747332,NA,4,-148.7517649,308.1701965,111.2915445,1.93E-25
471,-7670.10068,NA,0.31035491,-2.969758266,NA,0.104249856,NA,40.13848995,189.8522136,-1027.507746,NA,8,-139.5436343,308.1781778,111.2995258,1.93E-25
347,-7265.058343,NA,0.12430922,NA,-0.801677026,0.101296566,NA,57.45861302,NA,-962.8140327,NA,7,-142.429278,308.1918894,111.3132374,1.91E-25
436,-6199.600123,-137.3694029,0.438363701,NA,NA,0.089738815,-4.126682128,NA,132.3874971,-1108.370105,NA,8,-139.5966443,308.2841977,111.4055458,1.83E-25
115,-5705.642434,NA,0.149432511,NA,NA,0.070195665,-1.265662512,50.1772207,NA,NA,NA,6,-144.9245164,308.3105713,111.4319194,1.80E-25
349,-7302.516417,NA,NA,-0.425338543,-0.790418631,0.101787067,NA,59.84796196,NA,-968.0447369,NA,7,-142.4921144,308.3175621,111.4389101,1.80E-25
348,-7149.019423,-137.2499659,0.17765444,NA,-0.546454468,0.099603508,NA,37.80264901,NA,-1067.064062,NA,8,-139.6134159,308.317741,111.439089,1.80E-25
66,506.8202014,-195.7411514,NA,NA,NA,NA,NA,24.3294686,NA,NA,NA,4,-148.831963,308.3305927,111.4519407,1.78E-25
4,483.2569636,-213.0657793,0.344282443,NA,NA,NA,NA,NA,NA,NA,NA,4,-148.8583961,308.3834589,111.504807,1.74E-25
744,940.7545932,-72.3111989,0.037530138,0.73071964,NA,NA,-10.17402156,16.28925277,27.12006607,NA,0.931592924,9,-136.2039461,308.4078923,111.5292403,1.72E-25
750,945.783627,-73.08182606,NA,0.829126109,-0.036960576,NA,-10.1225906,17.09921303,21.37448865,NA,0.935669946,9,-136.2104476,308.4208952,111.5422432,1.71E-25
748,944.2418417,-69.62001089,0.031004125,NA,0.01965459,NA,-10.29061144,17.44710059,31.56751288,NA,0.925177477,9,-136.2305104,308.4610209,111.5823689,1.67E-25
97,1167.288756,NA,NA,NA,NA,NA,-12.61233503,77.35166588,NA,NA,NA,4,-148.8999917,308.4666501,111.5879982,1.67E-25
624,949.3656305,-80.73553394,0.017364154,1.30171949,-0.101976083,NA,-9.857078516,15.75116275,NA,NA,0.951146138,9,-136.2469888,308.4939776,111.6153257,1.64E-25
164,781.1995929,-183.6031503,0.443326874,NA,NA,NA,-10.9180189,NA,128.187237,NA,NA,6,-145.0288315,308.5192016,111.6405496,1.62E-25
233,1026.686951,NA,NA,NA,-0.182870676,NA,-13.26357779,72.41914427,209.1613982,NA,NA,6,-145.0408985,308.5433355,111.6646836,1.60E-25
475,-7463.821825,NA,0.324349853,NA,-0.249029374,0.102370447,NA,41.10136404,170.7609616,-1029.568602,NA,8,-139.7354869,308.5618828,111.6832309,1.59E-25
413,-7649.331937,NA,NA,-3.127648787,0.178602151,0.102995267,NA,NA,208.2276773,-978.5381715,NA,7,-142.6412156,308.6157646,111.7371126,1.55E-25
481,905.5319371,NA,NA,NA,NA,NA,-13.19117085,69.7771117,221.2792774,70.05996514,NA,6,-145.0825404,308.6266193,111.7479673,1.54E-25
350,-7138.519229,-136.0844736,NA,0.693293161,-0.589467332,0.099620958,NA,41.00773133,NA,-1072.586686,NA,8,-139.7780788,308.6470667,111.7684148,1.52E-25
437,-7370.841207,NA,NA,-2.396199933,NA,0.100802942,-0.628009566,NA,197.9845853,-1003.413166,NA,7,-142.6862266,308.7057865,111.8271346,1.48E-25
163,823.7032232,NA,0.587951116,NA,NA,NA,-9.207706042,NA,259.7712203,NA,NA,5,-147.2722421,308.8301985,111.9515465,1.39E-25
6,478.3739852,-217.4449788,NA,1.060716246,NA,NA,NA,NA,NA,NA,NA,4,-149.1316586,308.9299839,112.051332,1.32E-25
193,560.4071831,NA,NA,NA,NA,NA,NA,38.64396072,206.2094661,NA,NA,4,-149.1633994,308.9934654,112.1148135,1.28E-25
688,903.6707552,-76.2956392,0.082416865,1.41752351,0.003405018,NA,-9.122711006,NA,16.95385617,NA,1.004480239,9,-136.5077402,309.0154805,112.1368285,1.27E-25
257,-532.2399811,NA,NA,NA,NA,NA,NA,NA,NA,941.424623,NA,3,-150.7621651,309.0243302,112.1456782,1.26E-25
283,-7160.452626,NA,0.364204433,NA,-0.562461428,0.098361224,NA,NA,NA,-856.1151323,NA,6,-145.2914389,309.0444163,112.1657644,1.25E-25
