fid,KHUM50_,KHUM50_ID,CODEKHUM,KHUM_NAME,PERIMETER,AREA,HISTO_50,HISTO_60,HISTO_61,HISTO_62,HISTO_70,HISTO_80,HISTO_90,HISTO_100
1512,1513,210305,210305,Kouk Pou,33346.57,45820330.41,0,0,0,0,0,0,0,0
1513,1514,90201,90201,Kaoh Sdach,7992.09,3158707.77,29,0,0,0,0,0,0,0
1514,1515,200110,200110,Tuol Sdei,37323.46,73193439.39,0,41,0,0,76,0,0,31
1515,1516,70103,70103,Champei,31640.74,31992423.09,0,0,0,0,0,0,0,0
1516,1517,200103,200103,Chantrea,32915.65,61559121,0,13,0,0,13,0,0,10
1517,1518,200211,200211,Thmei,32187.63,39884407.48,0,0,0,0,0,0,0,0
1518,1519,70311,70311,Nareay,20167.67,18325406.24,0,4,0,0,0,0,0,0
1519,1520,211001,211001,Angkanh,21959.78,15382640.71,0,0,0,0,0,0,0,0
1520,1521,70304,70304,Chhuk,23837.08,32299674.02,0,0,0,0,0,0,0,0
1521,1522,70307,70307,Krang Snay,23943.34,24484273.12,0,0,0,0,0,0,0,0
1522,1523,210303,210303,Doung Khpos,25756.48,28178043.3,0,0,0,0,0,0,0,0
1523,1524,211002,211002,Angk Khnaor,19653.68,18588703.97,0,0,0,0,0,0,0,0
1524,1525,210301,210301,Bourei Cholsar,41083.39,67372980.46,0,0,0,0,0,0,0,0
1525,1526,70308,70308,Lbaeuk,56022.81,106112541.1,7,49,0,0,0,0,0,0
1526,1527,70110,70110,Samlanh,32751.82,25105149.4,0,0,0,0,0,0,0,0
1527,1528,211006,211006,Angk Kaev,30555.1,32910935.55,0,0,0,0,0,0,0,0
1528,1529,70310,70310,Mean Chey,16480.74,14875019.51,0,0,0,0,0,0,0,0
1529,1530,70105,70105,Dan Koum,24265.82,30084059.38,0,4,0,0,0,0,0,0
1530,1531,211005,211005,Prambei Mom,29774.49,22095292.08,0,0,0,0,0,0,0,0
1531,1532,70109,70109,Praphnum,25821.39,26146020.39,0,0,0,0,0,0,0,0
1532,1533,70314,70314,Tramaeng,19265.41,16877401.66,0,0,0,0,0,0,0,0
1533,1534,70303,70303,Boeng Nimol,24483.86,31762552.21,0,0,0,0,0,0,0,0
1534,1535,210505,210505,Romenh,40304.59,70032248.23,0,0,0,0,0,0,0,0
1535,1536,90103,90103,Ta Nuon,1682.13,169573.23,0,0,0,0,0,0,0,0
1536,1537,210506,210506,Thlea Prachum,27462.72,33465294.21,0,0,0,0,0,0,0,0
1537,1538,211014,211014,Tralach,22030.93,17839187.95,0,0,0,0,0,0,0,0
1538,1539,70312,70312,Satv Pong,17126.83,17147832.4,0,0,0,0,0,0,0,0
1539,1540,90103,90103,Ta Nuon,9793.76,4078294.49,34,0,0,0,0,0,0,0
1540,1541,211003,211003,Chi Khmar,22639.27,16973547.79,0,0,0,0,0,0,0,0
1541,1542,70101,70101,Angk Phnum Touch,18161.24,17209447.41,0,0,0,0,0,0,0,0
1542,1543,70102,70102,Angkor Chey,19555.47,14930515.13,0,6,0,0,0,0,0,0
1543,1544,70104,70104,Dambouk Khpos,33648.52,61454958.96,35,21,0,0,0,0,0,0
1544,1545,70306,70306,Krang Sbov,21788.92,19418542.46,0,0,0,0,0,0,0,0
1545,1546,211010,211010,Sanlung,27857.08,35665485.4,0,0,0,0,0,0,0,0
1546,1547,70716,70716,Thmei,60002.29,67636209.39,2,8,0,0,0,0,0,0
1547,1548,211011,211011,Smaong,17192.21,15303248.36,0,0,0,0,0,0,0,0
1548,1549,70715,70715,Stueng Kaev,52675.7,101987277.4,177,63,0,0,0,0,0,2
1549,1550,210304,210304,Kampong Krasang,39938.02,68967526.09,0,0,0,0,0,0,0,3
1550,1551,90103,90103,Ta Nuon,3893.31,616256.95,2,0,0,0,0,0,0,0
1551,1552,70301,70301,Baniev,19884.93,20865724.28,0,0,0,0,0,0,0,0
1552,1553,70111,70111,Tani,30233.28,39781903.08,3,2,0,0,0,0,0,0
1553,1554,70305,70305,Doun Yay,14341.02,9540169,0,0,0,0,0,0,0,0
1554,1555,70313,70313,Trapeang Bei,15047,12827097.91,0,0,0,0,0,0,0,0
1555,1556,70713,70713,Prey Thnang,37575.82,77588814.28,12,0,0,0,0,0,0,0
1556,1557,70509,70509,Angkor Meas,16924.58,18626337.71,0,0,0,0,0,0,0,0
1557,1558,70510,70510,L'ang,32264.49,56075606.2,6,11,0,0,0,0,0,21
1558,1559,210502,210502,Pech Sar,36498.09,56305465.65,0,0,0,0,0,0,0,0
1559,1560,210503,210503,Prey Khla,48614.76,71949482.85,0,0,0,0,0,0,0,0
1560,1561,180105,180105,Kaoh Rung,62095.27,78267970.61,722,0,0,0,3,0,0,12
1561,1562,210401,210401,Angk Prasat,40095.58,59443104.54,0,0,0,0,0,0,0,0
1562,1563,210406,210406,Kouk Prech,42934.19,79522688.13,3,0,0,0,0,0,0,0
1563,1564,70214,70214,Voat Angk Khang Cheung,17034.01,12777559.44,0,0,0,0,0,0,0,0
1564,1565,70108,70108,Phnum Kong,31558.12,34432838.58,6,0,0,0,0,0,0,0
1565,1566,70501,70501,Damnak Sokram,30565.15,30358923.67,0,0,0,0,0,0,0,0
1566,1567,70508,70508,Totung,29982.9,27952745.34,0,0,0,0,0,0,0,0
1567,1568,180105,180105,Kaoh Rung,760.05,42410.29,0,0,0,0,0,0,0,0
1568,1569,70505,70505,Mean Ritth,33182.79,39890929.9,0,0,0,0,0,0,0,0
1569,1570,180105,180105,Kaoh Rung,740.54,31831.42,0,0,0,0,0,0,0,0
1570,1571,70205,70205,Samraong Leu,20793.57,16652600.51,0,0,0,0,0,0,0,0
1571,1572,70204,70204,Samraong Kraom,24504.68,22561652.64,0,0,0,0,0,0,0,0
1572,1573,70106,70106,Daeum Doung,24356.79,17600978.78,0,0,0,0,0,0,0,0
1573,1574,70210,70210,Trapeang Sala Khang Kaeu,24084.72,21704135.58,0,3,0,0,0,0,0,0
1574,1575,180303,180303,Tumnob Rolok,38187.53,51255713.39,142,5,0,0,0,0,0,19
1575,1576,180301,180301,Kampenh,19739.01,6150075.7,0,0,0,0,0,0,0,0
1576,1577,180211,180211,Tuek L'ak,32913.68,33931106.57,167,0,0,0,5,0,0,5
1577,1578,210501,210501,Krapum Chhuk,47589.03,71610611.06,0,0,0,0,0,0,0,0
1578,1579,70709,70709,Meakprang,41471.18,48813039.59,176,3,0,0,0,0,0,8
1579,1580,70107,70107,Mroum,22523.93,17807572.49,0,0,0,0,0,0,0,0
1580,1581,180210,180210,Samrong,51101.48,71083803.92,278,0,0,0,0,0,0,10
1581,1582,180301,180301,Kampenh,859.9,51947.74,0,0,0,0,0,0,0,0
1582,1583,70215,70215,Voat Angk Khang Tboung,24607.15,20023714.1,0,0,0,0,0,0,0,0
1583,1584,180302,180302,Ou Treh,47395.38,76663300.36,202,0,0,0,7,1,0,25
1584,1585,180214,180214,Veal Renh,19716.29,15836399.09,0,0,0,0,0,0,0,0
1585,1586,210302,210302,Chey Chouk,28254.72,34025768.14,0,28,0,0,0,0,0,0
1586,1587,70502,70502,Dang Tong,35515.07,42791830.83,0,0,0,0,0,0,0,0
1587,1588,70211,70211,Trapeang Sala Khang Lech,18776.46,16545231.14,0,0,0,0,0,0,0,0
1588,1589,210410,210410,Ream Andaeuk,31528.69,41227078.8,0,0,0,0,0,0,0,4
1589,1590,210504,210504,Prey Yuthka,31200.21,46806701.47,0,21,0,0,0,0,0,0
1590,1591,70712,70712,Prey Khmum,29021.64,23174991.83,0,0,0,0,0,0,0,0
1591,1592,180212,180212,Tuek Thla,42522.28,71805722.95,345,0,0,0,24,0,0,65
1592,1593,70705,70705,Kandal,50499.45,80896867.92,2,4,0,0,1,0,0,0
1593,1594,70506,70506,Srae Chea Khang Cheung,22153.32,24406052.95,0,0,0,0,0,0,0,0
1594,1595,70213,70213,Tuk Meas Khang Lech,34721.21,34734654.34,0,11,0,0,0,0,0,0
1595,1596,70507,70507,Srae Chea Khang Tboung,33710.93,38186303.05,1,0,0,0,0,0,0,0
1596,1597,180101,180101,Sangkat Muoy,34070.71,45523906.11,32,0,0,0,0,0,0,16
1597,1598,70703,70703,Kampong Kraeng,26427.28,16443685.9,0,0,0,0,0,0,0,6
1598,1599,180201,180201,Andoung Thma,43561.18,48948214.99,220,0,0,0,0,0,0,6
1599,1600,70201,70201,Banteay Meas Khang Kaeut,32576.65,35468487.41,0,0,0,0,0,0,0,0
1600,1601,70711,70711,Preaek Tnaot,44666.37,70175215.16,487,0,0,0,22,0,0,42
1601,1602,210404,210404,Kampeaeng,29421.62,48464155.74,0,0,0,0,0,0,0,0
1602,1603,210403,210403,Kamnab,23144.82,26872447.77,0,0,0,0,0,0,0,0
1603,1604,70202,70202,Banteay Meas Khang Lech,33435.4,33743267.3,0,0,0,0,0,0,0,0
1604,1605,70212,70212,Tuk Meas Khang Kaeut,23989.21,27849385.37,0,0,0,0,0,0,0,0
1605,1606,210402,210402,Preah Bat Choan Chum,31466.02,51222661.73,0,0,0,0,0,0,0,0
1606,1607,180203,180203,Bet Trang,49072.06,75082583.76,163,0,0,0,1,0,0,11
1607,1608,70207,70207,Sdach Kong Khang Lech,23542.45,24481746.26,0,0,0,0,0,0,0,0
1608,1609,70503,70503,Khcheay Khang Cheung,21143.94,19077172.59,0,0,0,0,0,0,0,0
1609,1610,210408,210408,Prey Ampok,30752.84,48247297.13,0,0,0,0,0,0,0,0
1610,1611,180208,180208,Ream,84553.08,155044146,768,0,0,0,10,0,0,80
1611,1612,180213,180213,Tuol Toetueng,49314.14,51996234.35,247,1,0,0,3,0,0,5
1612,1613,210409,210409,Prey Rumdeng,42714.6,84599676,0,0,0,0,0,0,0,3
1613,1614,180103,180103,Sangkat Bei,18247.19,11069773.96,3,0,0,0,0,0,0,0
1614,1615,70704,70704,Kampong Samraong,17835.52,6811238.55,0,0,0,0,1,0,0,0
1615,1616,70504,70504,Khcheay Khang Tboung,24440.41,17764127.94,0,0,0,0,0,0,0,0
1616,1617,70717,70717,Trapeang Pring,45570.98,43672710.81,2,0,0,0,0,0,0,2
1617,1618,70707,70707,Kaoh Touch,44808.52,78073035.25,406,0,0,0,11,0,0,27
1618,1619,70804,70804,Andoung Khmaer,23066.5,26170747.24,11,0,0,0,0,0,0,0
1619,1620,180207,180207,Prey Nob,41799.86,36440742.5,95,0,0,0,0,0,0,1
1620,1621,210405,210405,Kiri Chong Kaoh,26382.58,27966042.61,0,0,0,0,0,0,0,0
1621,1622,180105,180105,Kaoh Rung,3454.88,719928.12,3,0,0,0,0,0,0,0
1622,1623,180102,180102,Sangkat Pir,6179.39,2362573.95,0,0,0,0,0,0,0,0
1623,1624,180103,180103,Sangkat Bei,5217.22,1166060.57,4,0,0,0,0,0,0,0
1624,1625,70719,70719,Trapeang Thum,10142.16,3046498.14,0,0,0,0,0,0,0,0
1625,1626,180104,180104,Sangkat Buon,30915.12,24447863.06,0,0,0,0,0,0,0,0
1626,1627,70701,70701,Boeng Tuk,31501.11,42171374.06,97,0,0,0,0,0,0,0
1627,1628,70603,70603,Damnak Kantuot Khang Che,21392.94,20827495.42,0,0,0,0,0,0,0,0
1628,1629,70606,70606,Kampong Trach Khang Lech,47529.14,54535819.29,1,0,0,0,0,0,0,1
1629,1630,70604,70604,Damnak Kantuot Khang Tbo,24207.14,26466914.55,0,0,0,0,0,0,0,0
1630,1631,70802,70802,Krang Ampil,7184.16,2478242.96,0,0,0,0,0,0,0,0
1631,1632,70803,70803,Kampong Bay,5766.79,1813063.81,0,0,0,0,0,0,0,0
1632,1633,180105,180105,Kaoh Rung,38492.76,24354920.05,240,0,0,0,2,0,0,0
1633,1634,70708,70708,Koun Satv,42775.41,60502107.66,6,0,0,0,0,0,0,0
1634,1635,180206,180206,Ou Oknha Heng,48656.75,68103999.35,209,0,0,0,5,0,0,28
1635,1636,70607,70607,Kanthaor Khang Cheung,15301.73,9491658.52,0,0,0,0,0,0,0,0
1636,1637,210407,210407,Phnum Den,18538.67,19713743.4,0,0,0,0,0,0,0,0
1637,1638,70206,70206,Sdach Kong Khang Cheung,22681.89,22208448.78,0,0,0,0,0,0,0,0
1638,1639,70702,70702,Chum Kriel,22460.04,20397852.35,0,0,0,0,0,0,0,0
1639,1640,70209,70209,Tnaot Chong Srang,32618.95,47989771.55,0,0,0,0,0,0,0,0
1640,1641,70718,70718,Trapeang sangkae,20912.86,13247446.9,0,0,0,0,0,0,0,0
1641,1642,180103,180103,Sangkat Bei,6078.82,1025303.69,0,0,0,0,0,0,0,0
1642,1643,70801,70801,Kampong Kandal,6588.78,2001503.65,0,0,0,0,0,0,0,0
1643,1644,70805,70805,Traeuy Kaoh,22538.69,21288104.22,0,0,0,0,3,0,0,0
1644,1645,180202,180202,Boeng Ta Prum,40310.48,32301627.38,23,2,0,0,8,0,0,1
1645,1646,210411,210411,Saom,30731.82,58813459.89,0,0,0,0,0,0,0,0
1646,1647,230103,230103,Pong Tuek,37094.29,57726156.15,1,0,0,0,0,0,0,2
1647,1648,70609,70609,Kanthaor Khang Lech,21711.66,16273710.93,0,0,0,0,0,0,0,0
1648,1649,70208,70208,Sdach Kong Khang Tboung,23273.69,26571636.98,0,0,0,0,0,0,0,0
1649,1650,230102,230102,Ou Krasar,18539.65,15366773.99,0,0,0,0,0,0,0,0
1650,1651,210412,210412,Ta Ou,27660.86,46672457.54,0,0,0,0,0,0,0,0
1651,1652,70203,70203,Prey Tonle,32795.53,37833870.13,0,0,0,0,0,0,0,0
1652,1653,70608,70608,Kanthaor Khang kaeut,21702.62,19020613.83,0,0,0,0,0,0,0,0
1653,1654,230202,230202,Prey Thum,38407.46,41189293.46,74,0,0,0,0,0,0,0
1654,1655,70605,70605,Kampong Trach Khang Kaeu,20886.8,15855947.27,0,0,0,0,0,0,0,0
1655,1656,180206,180206,Ou Oknha Heng,4471.11,925281.26,7,0,0,0,0,0,0,0
1656,1657,180205,180205,Ou Chrov,20590.39,15381123.31,8,0,0,0,0,0,0,4
1657,1658,180104,180104,Sangkat Buon,1236.67,89742.81,0,0,0,0,0,0,0,0
1658,1659,70612,70612,Preaek Kroes,33387.14,33421455.46,0,0,0,0,0,0,0,0
1659,1660,70601,70601,Boeng Sala Khang Cheung,22858.72,24793026.56,0,0,0,0,0,0,0,0
1660,1661,180208,180208,Ream,3550.44,562813.79,1,0,0,0,0,0,0,0
1661,1662,230201,230201,Kaeb,19752.49,20778962.34,19,0,0,0,0,0,0,0
1662,1663,70615,70615,Svay Tong Khang Cheung,19961.22,17622236.07,0,2,0,0,0,0,0,2
1663,1664,230101,230101,Angkaol,40222.26,37915281.34,20,3,0,0,0,0,0,5
1664,1665,180208,180208,Ream,29032.75,37705795.82,219,0,0,0,4,0,0,0
1665,1666,70602,70602,Boeng Sala Khang Tboung,37654.67,49014461.72,0,0,0,0,0,0,0,5
1666,1667,180208,180208,Ream,1306.46,122395.2,0,0,0,0,0,0,0,0
1667,1668,70613,70613,Ruessei srok Khang Kaeut,30531.88,22943735.93,0,0,0,0,0,0,0,0
1668,1669,180208,180208,Ream,14106.71,6838749.13,53,0,0,0,0,0,0,3
1669,1670,70614,70614,Ruessei Srok Khang Lech,37079,28754362.95,0,0,0,0,0,0,0,0
1670,1671,180208,180208,Ream,6063.25,1379537.97,7,0,0,0,0,0,0,0
1671,1672,70616,70616,Svay Tong Khang Tboung,25044.24,13814961.09,11,0,0,0,0,0,0,0
1672,1673,180208,180208,Ream,2548.87,266850.88,0,0,0,0,0,0,0,0
1673,1674,230200,230200,,540.37,16517.07,0,0,0,0,0,0,0,0
1674,1675,230200,230200,,998.93,67405.43,0,0,0,0,0,0,0,0
1675,1676,230200,230200,,496.68,15620.76,0,0,0,0,0,0,0,0
1676,1677,230200,230200,,6619.4,1832854.26,0,0,0,0,0,0,0,0
1677,1678,180208,180208,Ream,15670.06,7478818.81,0,0,0,0,0,0,0,0
1678,1679,230200,230200,,1503.56,154436.71,0,0,0,0,0,0,0,0
1679,1680,230200,230200,,469.23,10642.78,0,0,0,0,0,0,0,0
1680,1681,180208,180208,Ream,543.8,18318.98,0,0,0,0,0,0,0,0
1681,1682,230200,230200,,782.6,40725.35,0,0,0,0,0,0,0,0
1682,1683,230200,230200,,686.22,32896.35,0,0,0,0,0,0,0,0
1683,1684,230200,230200,,3213.98,351467.92,0,0,0,0,0,0,0,0
1684,1685,230200,230200,,850.26,43662.99,0,0,0,0,0,0,0,0
1685,1686,230200,230200,,1212.38,81834.83,0,0,0,0,0,0,0,0
1686,1687,230200,230200,,1420.54,98188.74,0,0,0,0,0,0,0,0
1687,1688,230200,230200,,732.84,39033.58,0,0,0,0,0,0,0,0
