"","(Intercept)","corn_med.lag2","cpi.lag2","for_prod.lag2","nfi.lag2","rice_med.lag2","rub_med.lag2","sug_med.lag2","time","df","logLik","AICc","delta","weight"
"233",0.00173174339493109,NA,NA,NA,-7.36607103801424e-07,NA,-1.89314959915464e-07,6.90159591041725e-07,-1.64189635591617e-06,6,-149.396531322083,317.254601105704,10.8237762201192,0.00089660088647697
"241",0.00172950926899185,NA,NA,NA,NA,4.33728992018353e-07,-1.82742256587386e-07,6.18046356875961e-07,-1.61065053958655e-06,6,-149.405622056213,317.272782573965,10.8419576883798,0.000888487062383928
"53",0.00141468281645406,NA,NA,9.01611106107745e-10,NA,1.86098763139357e-06,6.89653891883996e-08,NA,NA,5,-151.508079354992,317.301872995698,10.8710481101127,0.000875657362246553
"29",0.00141169061399591,NA,NA,9.02595063332915e-10,-5.6724525457655e-07,2.12990159071278e-06,NA,NA,NA,5,-151.512455456611,317.310625198937,10.8798003133521,0.000871833768963604
"77",0.00143217884585431,NA,NA,1.16906000918714e-09,-2.32149566310959e-07,NA,NA,2.29208268929152e-06,NA,5,-151.514435786122,317.314585857959,10.8837609723738,0.00087010895923189
"75",0.00117952090660641,NA,9.8306613209107e-06,NA,-5.98366819794185e-07,NA,NA,-1.23294146339266e-07,NA,5,-151.533574949633,317.352864184981,10.922039299396,0.000853614153492026
"43",0.00118036055836214,NA,9.72665574621049e-06,NA,-6.18799874428267e-07,NA,1.01177980543764e-08,NA,NA,5,-151.533639460886,317.352993207486,10.9221683219016,0.000853559087549768
"217",0.00169925441625931,NA,NA,NA,-7.23675971503116e-07,4.11921597098065e-07,NA,-6.78850448251767e-08,-1.52744236831966e-06,6,-149.453450541121,317.368439543781,10.9376146581964,0.000846992298043567
"99",0.00119198305057216,NA,9.42999186074826e-06,NA,NA,NA,2.13486371841414e-08,-3.28588371379837e-07,NA,5,-151.543249632208,317.372213550131,10.9413886645459,0.000845395527917136
"98",0.00135221174685102,8.89129494402057e-06,NA,NA,NA,NA,-1.79055008107835e-07,2.30889353691167e-06,NA,5,-151.587367877344,317.460450040401,11.0296251548166,0.000808908940867861
"82",0.00134774151510642,6.00949707196665e-06,NA,NA,NA,9.70674295410273e-07,NA,1.45652456558242e-06,NA,5,-151.627247725209,317.540209736133,11.1093848505484,0.000777284554409321
"74",0.00135653728950714,7.08868258868613e-06,NA,NA,6.90908070572125e-07,NA,NA,1.35062546424694e-06,NA,5,-151.631459927253,317.54863414022,11.1178092546351,0.000774017360691711
"42",0.00136902647384527,7.9432976403272e-06,NA,NA,1.17334533968717e-06,NA,-1.02159430568378e-07,NA,NA,5,-151.653643007736,317.593000301186,11.1621754156014,0.000757036313594614
"26",0.00136103111422001,6.05700571164427e-06,NA,NA,7.84112559792097e-07,6.95445891413672e-07,NA,NA,NA,5,-151.667646140743,317.621006567201,11.1901816816162,0.000746509310930595
"50",0.00135550454414298,6.2946123491011e-06,NA,NA,NA,9.3891324848613e-07,-6.10748529176271e-08,NA,NA,5,-151.672136320985,317.629986927684,11.1991620420989,0.000743164863777073
"89",0.00134366690208463,NA,NA,NA,-5.4377694351497e-07,3.0171068426642e-06,NA,1.30486691183013e-06,NA,5,-151.80416999513,317.894054275974,11.4632293903895,0.000651243905779291
"40",0.00128492513141401,7.66536899114443e-06,7.41553499988524e-06,8.65070071130743e-10,NA,NA,-2.11704670177719e-07,NA,NA,6,-150.943949586546,320.34943763463,13.9186127490457,0.000190793664963798
